Order ID,Ship Date,Delivery Status,Carrier
O007350,2023-02-10,In Transit,DHL
O007351,2023-04-13,Delivered,UPS
O007352,2023-07-10,Delivered,USPS
O007353,2023-07-18,Delayed,UPS
O007354,2023-05-15,Delayed,USPS
O007355,2023-11-09,In Transit,FedEx
O007356,2023-07-13,Shipped,FedEx
O007357,2023-10-31,Delayed,UPS
O007358,2023-08-13,Delivered,FedEx
O007359,2023-05-05,In Transit,USPS
O007360,2023-09-02,In Transit,DHL
O007361,2023-04-30,Shipped,UPS
O007362,2023-12-30,Shipped,USPS
O007363,2023-07-04,Shipped,DHL
O007364,2023-08-15,In Transit,DHL
O007365,2023-06-24,In Transit,USPS
O007366,2023-09-01,In Transit,DHL
O007367,2023-03-09,In Transit,FedEx
O007368,2023-08-07,In Transit,FedEx
O007369,2023-03-10,Shipped,USPS
O007370,2023-10-24,Delayed,USPS
O007371,2023-03-03,Delivered,DHL
O007372,2023-02-01,Delivered,USPS
O007373,2023-08-06,Delayed,DHL
O007374,2023-02-17,In Transit,USPS
O007375,2023-08-03,In Transit,UPS
O007376,2023-04-17,In Transit,FedEx
O007377,2023-06-14,Delayed,FedEx
O007378,2023-07-03,Delayed,UPS
O007379,2023-03-13,Shipped,DHL
O007380,2023-10-29,In Transit,FedEx
O007381,2023-12-16,In Transit,USPS
O007382,2023-03-29,In Transit,UPS
O007383,2023-01-10,In Transit,FedEx
O007384,2023-04-25,Shipped,FedEx
O007385,2023-03-27,In Transit,USPS
O007386,2023-11-12,In Transit,UPS
O007387,2023-05-10,Delayed,USPS
O007388,2023-01-10,Shipped,DHL
O007389,2023-07-10,In Transit,FedEx
O007390,2023-12-13,Delayed,UPS
O007391,2023-06-16,Delayed,UPS
O007392,2023-09-06,Delivered,DHL
O007393,2023-06-12,Delayed,FedEx
O007394,2023-04-26,Delayed,UPS
O007395,2023-11-30,In Transit,USPS
O007396,2023-12-05,Delivered,FedEx
O007397,2023-09-15,Shipped,UPS
O007398,2023-01-17,In Transit,FedEx
O007399,2023-11-20,In Transit,DHL
O007400,2023-04-30,In Transit,USPS
O007401,2023-09-24,Shipped,USPS
O007402,2023-07-17,Delivered,DHL
O007403,2023-04-26,Delivered,FedEx
O007404,2023-01-21,Delayed,DHL
O007405,2023-09-02,In Transit,FedEx
O007406,2023-11-22,Delivered,FedEx
O007407,2023-03-03,Delivered,UPS
O007408,2023-12-25,Delivered,FedEx
O007409,2023-11-29,Shipped,USPS
O007410,2023-04-29,In Transit,UPS
O007411,2023-01-30,Delayed,DHL
O007412,2024-01-08,Shipped,DHL
O007413,2023-02-04,Shipped,DHL
O007414,2023-09-08,Shipped,UPS
O007415,2023-06-19,Delivered,DHL
O007416,2023-10-06,Delayed,DHL
O007417,2023-10-28,Shipped,FedEx
O007418,2023-06-02,In Transit,DHL
O007419,2023-08-18,Delivered,UPS
O007420,2023-12-31,In Transit,FedEx
O007421,2023-08-23,Shipped,DHL
O007422,2023-10-06,Delayed,USPS
O007423,2023-02-27,Delayed,DHL
O007424,2023-06-01,Delivered,USPS
O007425,2023-07-22,In Transit,UPS
O007426,2023-12-08,Shipped,USPS
O007427,2023-02-16,Delivered,UPS
O007428,2023-11-26,In Transit,UPS
O007429,2023-09-22,Delayed,UPS
O007430,2024-01-09,Delayed,DHL
O007431,2023-10-30,Delayed,UPS
O007432,2023-01-27,Delayed,DHL
O007433,2023-09-06,Shipped,USPS
O007434,2023-12-28,Delayed,USPS
O007435,2023-11-17,Delayed,USPS
O007436,2023-08-15,Shipped,USPS
O007437,2023-02-02,In Transit,FedEx
O007438,2023-06-30,Shipped,USPS
O007439,2023-07-23,Shipped,FedEx
O007440,2023-04-08,In Transit,DHL
O007441,2023-12-22,Delayed,USPS
O007442,2023-12-31,Delayed,USPS
O007443,2023-03-19,Delivered,UPS
O007444,2023-04-15,Shipped,UPS
O007445,2023-11-18,Delivered,USPS
O007446,2023-12-21,In Transit,UPS
O007447,2023-09-05,Delivered,FedEx
O007448,2023-11-22,Delayed,DHL
O007449,2023-05-11,Shipped,DHL
O007450,2023-06-08,Delayed,USPS
O007451,2023-12-26,Delivered,UPS
O007452,2023-07-29,In Transit,DHL
O007453,2023-02-07,Delivered,FedEx
O007454,2023-09-10,Delayed,UPS
O007455,2023-06-25,In Transit,FedEx
O007456,2023-12-12,Delivered,USPS
O007457,2023-06-11,Delivered,DHL
O007458,2023-01-12,In Transit,FedEx
O007459,2023-03-20,In Transit,USPS
O007460,2023-08-26,In Transit,DHL
O007461,2023-01-15,In Transit,FedEx
O007462,2023-06-28,Delivered,DHL
O007463,2023-04-27,In Transit,USPS
O007464,2023-03-09,Delivered,FedEx
O007465,2023-06-05,In Transit,USPS
O007466,2023-06-23,Delayed,FedEx
O007467,2023-11-03,In Transit,UPS
O007468,2023-05-14,In Transit,USPS
O007469,2023-07-30,Delivered,DHL
O007470,2023-05-15,Delivered,FedEx
O007471,2023-04-20,Delayed,DHL
O007472,2023-08-10,Shipped,DHL
O007473,2023-08-25,Delayed,UPS
O007474,2023-03-22,Shipped,UPS
O007475,2023-10-09,Delivered,DHL
O007476,2023-10-02,Delivered,DHL
O007477,2023-06-22,Delayed,USPS
O007478,2023-11-04,Shipped,FedEx
O007479,2023-09-27,Delayed,FedEx
O007480,2023-12-15,Delayed,FedEx
O007481,2023-02-24,Delivered,DHL
O007482,2023-04-28,In Transit,UPS
O007483,2023-07-29,Delayed,USPS
O007484,2023-08-25,In Transit,DHL
O007485,2023-07-24,Delivered,DHL
O007486,2023-01-30,Delayed,UPS
O007487,2023-04-28,Delayed,DHL
O007488,2023-03-25,In Transit,UPS
O007489,2023-10-10,Delivered,UPS
O007490,2023-07-01,Shipped,DHL
O007491,2023-09-14,Delayed,DHL
O007492,2023-07-03,Shipped,USPS
O007493,2023-12-02,Shipped,UPS
O007494,2023-01-14,Shipped,FedEx
O007495,2023-03-21,Delayed,UPS
O007496,2023-05-25,In Transit,USPS
O007497,2023-10-22,Shipped,DHL
O007498,2023-01-24,Delivered,DHL
O007499,2023-03-01,Delivered,UPS
O007500,2023-12-11,Shipped,USPS
O007501,2023-01-15,Delivered,USPS
O007502,2023-12-06,Delivered,DHL
O007503,2024-01-04,In Transit,DHL
O007504,2023-08-23,Delayed,DHL
O007505,2023-11-05,Shipped,USPS
O007506,2023-06-28,Delayed,DHL
O007507,2023-06-09,Shipped,UPS
O007508,2023-01-26,In Transit,USPS
O007509,2023-08-15,Delivered,UPS
O007510,2023-08-04,Delayed,DHL
O007511,2023-06-09,Shipped,USPS
O007512,2023-10-15,Shipped,UPS
O007513,2023-08-23,Shipped,USPS
O007514,2023-10-06,Delivered,DHL
O007515,2023-09-18,Shipped,FedEx
O007516,2023-12-07,Delivered,UPS
O007517,2023-02-03,Shipped,DHL
O007518,2023-10-22,Shipped,USPS
O007519,2023-12-03,In Transit,UPS
O007520,2023-02-28,Delivered,DHL
O007521,2023-10-22,In Transit,UPS
O007522,2023-06-09,In Transit,UPS
O007523,2024-01-16,Delayed,USPS
O007524,2023-01-19,Shipped,FedEx
O007525,2023-02-22,Delivered,DHL
O007526,2023-07-05,Delayed,UPS
O007527,2023-06-19,In Transit,FedEx
O007528,2023-06-07,Delivered,DHL
O007529,2023-08-26,Delayed,UPS
O007530,2023-01-30,Shipped,DHL
O007531,2023-11-04,Delivered,FedEx
O007532,2023-07-08,Delivered,USPS
O007533,2023-11-22,Shipped,DHL
O007534,2023-08-22,Shipped,FedEx
O007535,2023-10-10,Shipped,DHL
O007536,2023-04-29,Delivered,UPS
O007537,2023-10-02,In Transit,DHL
O007538,2023-06-11,In Transit,USPS
O007539,2023-07-11,Shipped,USPS
O007540,2023-03-02,Shipped,UPS
O007541,2023-06-16,Delivered,UPS
O007542,2023-05-22,Shipped,DHL
O007543,2023-06-11,Delivered,USPS
O007544,2023-01-20,Delivered,USPS
O007545,2023-12-10,Delayed,USPS
O007546,2023-04-17,In Transit,USPS
O007547,2023-04-23,Delivered,USPS
O007548,2023-03-28,Delayed,USPS
O007549,2023-04-01,In Transit,DHL
O007550,2023-11-19,Shipped,UPS
O007551,2023-05-21,Shipped,FedEx
O007552,2023-11-17,Delayed,FedEx
O007553,2023-08-17,In Transit,UPS
O007554,2023-02-03,Delivered,USPS
O007555,2023-07-28,In Transit,USPS
O007556,2023-07-05,Delayed,DHL
O007557,2023-03-10,Delayed,UPS
O007558,2023-06-08,Delayed,FedEx
O007559,2023-08-10,Delivered,FedEx
O007560,2023-03-03,Delayed,DHL
O007561,2023-04-26,Delivered,FedEx
O007562,2023-04-06,In Transit,DHL
O007563,2023-04-26,Delivered,FedEx
O007564,2023-03-15,In Transit,USPS
O007565,2023-10-25,Delayed,USPS
O007566,2023-08-22,In Transit,DHL
O007567,2023-07-17,Shipped,FedEx
O007568,2023-01-12,Delayed,FedEx
O007569,2023-10-10,Delivered,FedEx
O007570,2023-12-10,Delayed,DHL
O007571,2024-01-07,Delayed,FedEx
O007572,2023-04-16,Shipped,USPS
O007573,2023-05-03,Delivered,DHL
O007574,2023-04-04,In Transit,DHL
O007575,2023-04-28,In Transit,DHL
O007576,2023-09-14,Delivered,USPS
O007577,2023-10-10,Delivered,USPS
O007578,2023-01-14,Shipped,USPS
O007579,2023-04-07,Delivered,FedEx
O007580,2023-01-26,Delayed,UPS
O007581,2023-11-23,Shipped,DHL
O007582,2023-04-26,Delivered,FedEx
O007583,2023-05-01,In Transit,FedEx
O007584,2023-06-15,In Transit,DHL
O007585,2024-01-03,Shipped,UPS
O007586,2023-07-25,Delayed,DHL
O007587,2023-03-12,Delayed,USPS
O007588,2023-11-30,Shipped,USPS
O007589,2023-11-01,Delivered,USPS
O007590,2023-09-11,Delayed,FedEx
O007591,2023-07-24,Shipped,FedEx
O007592,2023-11-20,Delivered,UPS
O007593,2023-12-23,In Transit,FedEx
O007594,2023-11-21,Delayed,FedEx
O007595,2024-01-04,Shipped,FedEx
O007596,2023-03-16,Delayed,USPS
O007597,2023-10-27,Delayed,USPS
O007598,2023-01-18,Shipped,FedEx
O007599,2023-04-27,Delivered,UPS
O007600,2023-05-27,Delivered,USPS
O007601,2023-03-29,Delayed,USPS
O007602,2023-12-09,In Transit,DHL
O007603,2023-01-13,Shipped,FedEx
O007604,2023-02-21,Delivered,USPS
O007605,2023-07-14,Delayed,DHL
O007606,2023-02-21,In Transit,UPS
O007607,2023-02-05,Delayed,USPS
O007608,2023-02-26,Shipped,FedEx
O007609,2023-04-20,Delayed,USPS
O007610,2023-08-31,Shipped,FedEx
O007611,2024-01-07,In Transit,UPS
O007612,2023-11-12,Delivered,UPS
O007613,2023-01-22,Shipped,FedEx
O007614,2023-09-08,Delivered,DHL
O007615,2023-09-27,Delivered,UPS
O007616,2023-07-09,Delayed,UPS
O007617,2023-09-21,Delivered,DHL
O007618,2023-07-17,Shipped,FedEx
O007619,2023-08-06,Delayed,DHL
O007620,2023-07-12,Delayed,UPS
O007621,2023-08-31,Shipped,FedEx
O007622,2023-12-21,In Transit,FedEx
O007623,2023-05-12,In Transit,DHL
O007624,2023-05-18,Shipped,DHL
O007625,2023-05-18,Delivered,USPS
O007626,2023-06-19,Delayed,UPS
O007627,2023-07-27,In Transit,DHL
O007628,2023-10-23,Delivered,FedEx
O007629,2023-11-30,Delayed,FedEx
O007630,2023-10-06,Shipped,FedEx
O007631,2023-11-08,Shipped,USPS
O007632,2023-06-19,In Transit,UPS
O007633,2023-09-15,Delivered,UPS
O007634,2023-03-16,In Transit,DHL
O007635,2023-07-06,Delivered,UPS
O007636,2023-06-25,Delivered,FedEx
O007637,2023-02-08,Delayed,DHL
O007638,2023-12-27,Delivered,USPS
O007639,2023-12-04,Delivered,FedEx
O007640,2023-03-07,Shipped,UPS
O007641,2023-12-31,In Transit,FedEx
O007642,2023-01-17,Delayed,USPS
O007643,2023-05-25,Delivered,UPS
O007644,2023-03-30,Delivered,FedEx
O007645,2023-10-06,Delivered,FedEx
O007646,2023-07-28,Delivered,FedEx
O007647,2023-09-05,Delivered,FedEx
O007648,2023-05-18,Shipped,UPS
O007649,2023-07-03,Shipped,FedEx
O007650,2023-07-03,Delayed,UPS
O007651,2023-03-22,In Transit,USPS
O007652,2023-08-31,Delivered,FedEx
O007653,2023-02-22,Delivered,FedEx
O007654,2023-06-02,Delivered,DHL
O007655,2023-12-16,Delayed,USPS
O007656,2023-12-29,In Transit,DHL
O007657,2023-12-01,Shipped,UPS
O007658,2023-01-25,Delayed,USPS
O007659,2023-02-02,Delayed,FedEx
O007660,2023-07-02,Shipped,DHL
O007661,2023-01-29,Delivered,USPS
O007662,2023-11-03,Delayed,USPS
O007663,2023-02-02,Delayed,FedEx
O007664,2023-02-04,Delivered,USPS
O007665,2023-02-02,In Transit,USPS
O007666,2023-04-08,Shipped,DHL
O007667,2023-08-16,Shipped,FedEx
O007668,2023-03-05,Delayed,FedEx
O007669,2023-07-25,In Transit,USPS
O007670,2023-02-08,Shipped,FedEx
O007671,2023-08-20,In Transit,USPS
O007672,2023-11-02,In Transit,UPS
O007673,2023-02-20,Delivered,USPS
O007674,2023-12-04,Delivered,FedEx
O007675,2023-06-09,Shipped,USPS
O007676,2023-12-27,Delivered,UPS
O007677,2023-12-17,In Transit,FedEx
O007678,2023-05-09,Delayed,UPS
O007679,2023-01-21,Delayed,DHL
O007680,2023-10-22,Shipped,DHL
O007681,2023-11-28,Shipped,DHL
O007682,2023-05-27,Delayed,USPS
O007683,2023-03-20,Delivered,FedEx
O007684,2023-10-24,Delivered,FedEx
O007685,2023-02-21,In Transit,FedEx
O007686,2023-09-09,In Transit,FedEx
O007687,2023-10-22,In Transit,FedEx
O007688,2023-06-30,Delivered,DHL
O007689,2023-04-22,In Transit,FedEx
O007690,2023-09-03,In Transit,FedEx
O007691,2023-11-01,Delayed,USPS
O007692,2023-02-13,Delayed,FedEx
O007693,2023-09-27,Delayed,USPS
O007694,2023-02-27,Delivered,DHL
O007695,2023-06-23,Delayed,DHL
O007696,2023-06-08,Shipped,FedEx
O007697,2023-07-30,Delayed,USPS
O007698,2023-11-10,Delivered,DHL
O007699,2023-09-07,Delayed,DHL
O007700,2023-10-14,Shipped,DHL
O007701,2023-04-16,Delayed,FedEx
O007702,2023-12-29,Delayed,FedEx
O007703,2023-06-23,Delayed,FedEx
O007704,2023-09-07,In Transit,FedEx
O007705,2023-02-07,Delivered,USPS
O007706,2023-05-14,Shipped,UPS
O007707,2023-09-27,Shipped,DHL
O007708,2023-08-11,Delayed,FedEx
O007709,2023-08-29,Delivered,DHL
O007710,2024-01-05,Delayed,DHL
O007711,2023-06-02,Delivered,UPS
O007712,2023-12-26,Shipped,UPS
O007713,2023-05-21,Delivered,UPS
O007714,2023-12-10,In Transit,USPS
O007715,2023-11-21,Delayed,USPS
O007716,2023-02-25,Delayed,USPS
O007717,2023-01-16,Delayed,UPS
O007718,2023-10-03,Delayed,FedEx
O007719,2023-01-15,In Transit,FedEx
O007720,2023-02-13,Shipped,DHL
O007721,2023-12-11,Delivered,UPS
O007722,2023-12-22,In Transit,UPS
O007723,2023-04-07,Shipped,FedEx
O007724,2023-10-24,Delivered,DHL
O007725,2023-11-21,Shipped,UPS
O007726,2023-09-16,In Transit,DHL
O007727,2023-09-04,Delivered,DHL
O007728,2023-06-07,Delayed,USPS
O007729,2023-11-18,Delayed,DHL
O007730,2023-07-26,In Transit,FedEx
O007731,2023-07-28,Delivered,FedEx
O007732,2023-02-12,Shipped,USPS
O007733,2023-12-24,Delayed,FedEx
O007734,2023-10-08,Shipped,UPS
O007735,2023-01-31,Delayed,USPS
O007736,2023-06-30,Delivered,USPS
O007737,2023-07-27,Shipped,USPS
O007738,2023-10-03,Shipped,DHL
O007739,2023-04-06,In Transit,USPS
O007740,2023-11-14,Delayed,FedEx
O007741,2023-12-06,Shipped,FedEx
O007742,2023-07-30,In Transit,UPS
O007743,2023-03-04,Shipped,USPS
O007744,2023-09-17,In Transit,FedEx
O007745,2023-09-22,Shipped,DHL
O007746,2023-10-03,Shipped,UPS
O007747,2023-08-25,Delivered,UPS
O007748,2023-07-09,Delayed,USPS
O007749,2023-09-10,Delayed,UPS
O007750,2023-11-01,Delayed,FedEx
O007751,2023-10-27,Shipped,USPS
O007752,2023-07-02,Shipped,FedEx
O007753,2023-09-03,Delayed,FedEx
O007754,2023-07-25,Delivered,DHL
O007755,2023-04-12,Shipped,UPS
O007756,2023-07-12,In Transit,USPS
O007757,2023-10-13,Shipped,DHL
O007758,2023-08-04,In Transit,DHL
O007759,2023-07-20,In Transit,UPS
O007760,2023-05-26,In Transit,DHL
O007761,2023-04-20,Shipped,USPS
O007762,2023-05-20,In Transit,USPS
O007763,2023-10-21,Delivered,USPS
O007764,2023-02-15,In Transit,USPS
O007765,2023-03-17,Delayed,DHL
O007766,2023-12-01,In Transit,UPS
O007767,2023-04-18,In Transit,UPS
O007768,2023-05-28,Shipped,USPS
O007769,2023-11-03,Delivered,DHL
O007770,2023-05-07,Delayed,DHL
O007771,2023-12-15,In Transit,FedEx
O007772,2023-05-29,Delayed,FedEx
O007773,2023-09-02,Delayed,USPS
O007774,2023-01-24,Delayed,DHL
O007775,2023-08-05,Shipped,UPS
O007776,2023-03-13,In Transit,FedEx
O007777,2023-04-18,Delayed,UPS
O007778,2023-10-11,Delivered,USPS
O007779,2023-06-27,Delivered,FedEx
O007780,2023-07-17,In Transit,FedEx
O007781,2023-02-21,Delivered,DHL
O007782,2023-10-04,Delivered,DHL
O007783,2023-03-07,In Transit,USPS
O007784,2023-09-05,Shipped,DHL
O007785,2023-03-06,Shipped,DHL
O007786,2024-01-03,Delivered,USPS
O007787,2023-01-22,In Transit,DHL
O007788,2023-07-07,Delivered,USPS
O007789,2023-08-09,Delivered,USPS
O007790,2023-04-28,Delayed,UPS
O007791,2023-10-17,Shipped,FedEx
O007792,2023-05-20,Delivered,FedEx
O007793,2023-11-28,Shipped,DHL
O007794,2023-08-14,Shipped,DHL
O007795,2023-06-09,Delivered,FedEx
O007796,2023-03-29,Delayed,USPS
O007797,2023-12-23,In Transit,FedEx
O007798,2023-09-30,In Transit,DHL
O007799,2023-12-26,In Transit,DHL
O007800,2023-05-12,Delayed,USPS
O007801,2023-02-08,Delivered,USPS
O007802,2023-12-12,Delivered,DHL
O007803,2023-10-03,Delayed,FedEx
O007804,2023-10-04,Delivered,USPS
O007805,2023-08-02,Shipped,DHL
O007806,2023-02-21,Shipped,USPS
O007807,2023-02-23,Delayed,DHL
O007808,2024-01-11,Shipped,FedEx
O007809,2023-06-16,Delivered,FedEx
O007810,2023-09-02,Delivered,USPS
O007811,2023-12-01,Shipped,UPS
O007812,2023-01-20,Delivered,UPS
O007813,2023-08-27,In Transit,USPS
O007814,2023-10-07,Delivered,FedEx
O007815,2023-02-12,Shipped,DHL
O007816,2023-11-06,Delivered,USPS
O007817,2023-06-13,Delivered,FedEx
O007818,2023-10-03,Shipped,DHL
O007819,2023-05-22,Delayed,DHL
O007820,2023-12-16,In Transit,DHL
O007821,2023-04-19,In Transit,FedEx
O007822,2024-01-04,In Transit,UPS
O007823,2023-09-08,Shipped,DHL
O007824,2023-03-26,Delivered,UPS
O007825,2023-09-13,Delayed,UPS
O007826,2023-10-15,Shipped,USPS
O007827,2023-07-23,Delivered,UPS
O007828,2024-01-12,Delayed,DHL
O007829,2023-06-21,Delivered,UPS
O007830,2023-02-14,In Transit,FedEx
O007831,2023-03-03,In Transit,FedEx
O007832,2023-01-22,Delivered,DHL
O007833,2024-01-05,In Transit,USPS
O007834,2023-06-24,In Transit,USPS
O007835,2023-04-03,Delayed,DHL
O007836,2023-02-13,Delivered,DHL
O007837,2023-09-13,Delayed,UPS
O007838,2023-10-31,In Transit,USPS
O007839,2023-03-15,Shipped,USPS
O007840,2023-09-19,Delivered,USPS
O007841,2023-03-04,Delayed,UPS
O007842,2023-02-01,Delivered,FedEx
O007843,2023-09-18,Delayed,DHL
O007844,2023-09-13,Delayed,DHL
O007845,2023-08-27,Delivered,DHL
O007846,2023-07-18,Shipped,FedEx
O007847,2023-03-29,Delivered,UPS
O007848,2023-07-07,In Transit,FedEx
O007849,2023-05-24,Shipped,FedEx
O007850,2023-04-04,In Transit,UPS
O007851,2023-08-05,Delayed,USPS
O007852,2023-08-21,Delivered,USPS
O007853,2023-10-10,Shipped,FedEx
O007854,2023-09-24,In Transit,USPS
O007855,2023-07-10,Shipped,DHL
O007856,2023-12-21,Delayed,USPS
O007857,2023-11-24,Delayed,UPS
O007858,2023-08-11,Shipped,USPS
O007859,2023-12-18,Shipped,USPS
O007860,2023-07-22,In Transit,UPS
O007861,2023-08-14,Delayed,UPS
O007862,2023-10-04,Delivered,FedEx
O007863,2023-07-27,In Transit,UPS
O007864,2023-03-10,Delivered,UPS
O007865,2023-09-10,In Transit,USPS
O007866,2023-04-27,Delivered,FedEx
O007867,2023-01-18,In Transit,DHL
O007868,2023-06-04,Delivered,FedEx
O007869,2023-06-21,Shipped,UPS
O007870,2023-02-01,Delivered,UPS
O007871,2023-07-14,Delivered,USPS
O007872,2023-08-07,Delivered,USPS
O007873,2023-12-16,Delivered,UPS
O007874,2023-08-28,In Transit,FedEx
O007875,2024-01-02,Shipped,DHL
O007876,2023-10-12,In Transit,UPS
O007877,2023-08-25,Shipped,UPS
O007878,2023-06-01,In Transit,FedEx
O007879,2023-04-06,In Transit,UPS
O007880,2023-11-29,In Transit,USPS
O007881,2023-08-04,Delayed,USPS
O007882,2023-09-29,In Transit,USPS
O007883,2023-09-01,In Transit,USPS
O007884,2023-01-23,Delivered,USPS
O007885,2023-09-16,Shipped,FedEx
O007886,2023-07-01,Shipped,UPS
O007887,2023-12-13,Delayed,FedEx
O007888,2023-07-11,Delayed,DHL
O007889,2023-02-04,Delivered,USPS
O007890,2023-05-12,In Transit,DHL
O007891,2023-08-19,Shipped,FedEx
O007892,2023-04-24,In Transit,UPS
O007893,2023-11-24,In Transit,USPS
O007894,2023-12-03,Delivered,USPS
O007895,2023-04-26,Delivered,UPS
O007896,2023-08-22,Delayed,USPS
O007897,2023-01-29,In Transit,USPS
O007898,2023-09-07,Shipped,DHL
O007899,2023-12-14,Delivered,UPS
O007900,2023-07-18,In Transit,USPS
O007901,2023-04-30,Shipped,USPS
O007902,2023-11-09,Shipped,DHL
O007903,2023-04-24,Delayed,FedEx
O007904,2023-07-07,In Transit,USPS
O007905,2023-06-16,Delayed,FedEx
O007906,2023-11-06,Shipped,DHL
O007907,2023-09-17,Delivered,UPS
O007908,2023-05-11,Delayed,UPS
O007909,2023-03-03,Delivered,DHL
O007910,2023-05-12,Delayed,DHL
O007911,2023-07-27,Shipped,FedEx
O007912,2023-01-26,In Transit,UPS
O007913,2023-08-28,Delivered,USPS
O007914,2023-06-20,Shipped,USPS
O007915,2023-02-24,In Transit,USPS
O007916,2023-09-16,Delivered,FedEx
O007917,2023-03-29,In Transit,FedEx
O007918,2023-03-17,In Transit,FedEx
O007919,2023-10-20,Delivered,DHL
O007920,2023-07-18,Shipped,USPS
O007921,2023-02-10,Delayed,UPS
O007922,2023-10-21,Shipped,UPS
O007923,2023-06-30,Shipped,DHL
O007924,2023-02-25,In Transit,FedEx
O007925,2023-12-21,Delivered,DHL
O007926,2023-01-25,Shipped,USPS
O007927,2023-01-14,Delivered,DHL
O007928,2023-08-19,Delayed,USPS
O007929,2023-09-21,In Transit,FedEx
O007930,2024-01-01,In Transit,DHL
O007931,2023-09-05,Shipped,FedEx
O007932,2023-03-24,Shipped,DHL
O007933,2023-04-02,In Transit,USPS
O007934,2023-04-08,Shipped,DHL
O007935,2023-02-02,Delivered,UPS
O007936,2023-02-22,In Transit,USPS
O007937,2023-08-02,Shipped,FedEx
O007938,2023-06-15,Delayed,UPS
O007939,2023-06-15,Shipped,DHL
O007940,2023-05-11,Shipped,USPS
O007941,2023-10-08,In Transit,FedEx
O007942,2023-02-24,Delayed,DHL
O007943,2023-07-27,In Transit,UPS
O007944,2023-04-11,Delivered,USPS
O007945,2023-11-14,Delivered,FedEx
O007946,2023-06-30,In Transit,USPS
O007947,2023-06-01,Shipped,FedEx
O007948,2023-05-19,In Transit,UPS
O007949,2023-11-21,Delayed,UPS
O007950,2023-04-29,Delivered,UPS
O007951,2023-11-11,Shipped,USPS
O007952,2023-04-21,Shipped,FedEx
O007953,2023-09-16,Delayed,DHL
O007954,2023-10-04,Delayed,UPS
O007955,2023-02-15,Shipped,DHL
O007956,2023-08-15,Shipped,FedEx
O007957,2023-04-20,Delivered,UPS
O007958,2023-05-07,Delayed,UPS
O007959,2023-08-02,Delayed,UPS
O007960,2023-12-06,Delayed,FedEx
O007961,2023-06-08,In Transit,UPS
O007962,2023-07-02,Delayed,UPS
O007963,2023-06-03,In Transit,FedEx
O007964,2023-03-29,Shipped,UPS
O007965,2023-12-11,Shipped,USPS
O007966,2023-11-08,In Transit,UPS
O007967,2023-08-13,Delivered,USPS
O007968,2023-09-24,In Transit,DHL
O007969,2023-03-03,In Transit,UPS
O007970,2023-07-28,Delayed,DHL
O007971,2023-07-14,Delayed,UPS
O007972,2023-10-27,Delayed,UPS
O007973,2023-08-14,Delivered,FedEx
O007974,2023-03-22,Shipped,USPS
O007975,2023-12-09,Delayed,DHL
O007976,2023-03-01,In Transit,UPS
O007977,2023-08-01,Delivered,UPS
O007978,2023-05-27,In Transit,USPS
O007979,2023-02-23,Shipped,UPS
O007980,2023-12-01,In Transit,USPS
O007981,2023-02-22,Delivered,UPS
O007982,2023-05-06,Delivered,DHL
O007983,2023-08-18,Shipped,FedEx
O007984,2023-11-14,Delivered,DHL
O007985,2023-06-24,In Transit,DHL
O007986,2023-01-12,In Transit,UPS
O007987,2023-01-24,Shipped,FedEx
O007988,2023-01-22,In Transit,DHL
O007989,2023-08-14,In Transit,USPS
O007990,2023-02-16,Delivered,UPS
O007991,2023-02-24,In Transit,FedEx
O007992,2023-05-01,In Transit,UPS
O007993,2023-05-06,Delivered,FedEx
O007994,2023-12-11,Delivered,USPS
O007995,2023-10-07,Delivered,USPS
O007996,2023-02-16,Delayed,FedEx
O007997,2023-10-19,Delayed,USPS
O007998,2023-03-14,Delayed,DHL
O007999,2023-03-14,Shipped,UPS
O008000,2023-10-24,Delivered,UPS
O008001,2023-01-20,Delayed,DHL
O008002,2023-11-22,In Transit,UPS
O008003,2023-09-16,Shipped,DHL
O008004,2023-03-28,Shipped,FedEx
O008005,2023-01-16,Shipped,USPS
O008006,2024-01-10,Delivered,USPS
O008007,2023-04-06,Delivered,DHL
O008008,2023-03-21,Delayed,FedEx
O008009,2023-11-12,In Transit,FedEx
O008010,2023-10-12,In Transit,FedEx
O008011,2023-08-06,Delayed,USPS
O008012,2023-08-25,Delivered,USPS
O008013,2023-12-08,Delayed,USPS
O008014,2023-10-03,In Transit,FedEx
O008015,2023-07-22,Delivered,FedEx
O008016,2023-07-23,Shipped,UPS
O008017,2023-09-10,Delayed,UPS
O008018,2023-05-25,Delayed,DHL
O008019,2023-09-26,Delivered,FedEx
O008020,2023-04-16,In Transit,FedEx
O008021,2023-04-08,Delayed,DHL
O008022,2023-11-27,Shipped,FedEx
O008023,2023-09-05,Delayed,USPS
O008024,2023-01-05,Shipped,FedEx
O008025,2023-03-03,In Transit,DHL
O008026,2023-05-15,Shipped,FedEx
O008027,2023-03-24,In Transit,UPS
O008028,2023-09-02,Shipped,FedEx
O008029,2023-11-07,Delayed,USPS
O008030,2023-05-25,Delayed,DHL
O008031,2023-10-10,Delayed,FedEx
O008032,2023-08-22,In Transit,USPS
O008033,2023-03-03,Delayed,UPS
O008034,2023-06-28,In Transit,UPS
O008035,2023-06-07,Delayed,UPS
O008036,2023-07-29,Shipped,USPS
O008037,2023-03-03,Shipped,DHL
O008038,2023-02-21,Delayed,USPS
O008039,2023-02-19,Delayed,DHL
