Date,Employee ID,Check-in Time,Check-out Time,Shift
2023-11-07,E08262,19:19:58,15:52:24,Night
2023-02-08,E04237,09:44:42,02:26:10,Evening
2023-12-09,E00686,07:29:02,20:09:05,Morning
2023-01-19,E07943,22:04:23,17:17:11,Evening
2023-01-26,E08396,01:26:22,01:46:55,Night
2023-08-13,E05377,01:43:31,14:24:11,Evening
2023-07-26,E04039,02:15:43,10:03:34,Morning
2023-08-29,E03799,17:55:04,15:48:00,Morning
2023-11-09,E03987,12:49:55,09:24:34,Morning
2023-08-01,E00271,17:16:24,06:15:51,Morning
2023-01-02,E04972,00:58:49,13:22:40,Evening
2023-05-28,E09268,09:17:25,07:05:01,Morning
2023-01-26,E04964,03:31:45,04:51:22,Evening
2023-09-09,E00721,21:58:52,15:26:24,Night
2023-05-09,E06693,06:24:40,06:26:29,Evening
2023-12-14,E01970,03:33:05,02:48:34,Morning
2023-07-11,E05292,17:46:17,07:12:49,Night
2023-03-01,E07021,21:12:50,00:36:24,Night
2023-02-11,E01413,06:41:21,23:19:59,Morning
2023-11-07,E08722,20:34:37,06:32:32,Night
2023-01-15,E02671,01:38:15,09:17:51,Night
2023-10-31,E03804,06:54:22,05:09:48,Night
2023-12-02,E01495,12:19:17,08:09:06,Night
2023-01-16,E07302,18:19:58,16:09:16,Evening
2023-12-19,E07892,20:58:06,16:58:30,Morning
2023-07-29,E01475,18:39:28,23:49:06,Night
2023-06-19,E04961,22:03:16,07:46:29,Morning
2023-10-26,E03553,23:39:28,10:18:33,Night
2023-07-25,E04828,12:36:21,04:53:46,Night
2023-10-24,E06839,05:25:56,20:27:08,Evening
2023-06-01,E07067,11:53:38,12:11:24,Morning
2023-10-12,E01027,11:19:49,05:32:45,Morning
2023-01-07,E03456,22:17:46,04:43:31,Night
2023-12-22,E03114,13:47:35,23:04:08,Night
2023-08-12,E01581,07:30:26,04:49:51,Morning
2023-04-20,E08158,11:49:53,01:30:06,Evening
2023-01-03,E02413,21:10:27,06:08:54,Morning
2023-07-11,E02797,18:21:25,23:28:39,Morning
2023-06-11,E04328,08:44:26,15:40:10,Morning
2023-02-25,E00865,20:59:30,13:25:05,Morning
2023-09-02,E09032,09:09:14,10:28:44,Morning
2023-07-13,E06770,01:14:17,07:12:27,Morning
2023-01-04,E00474,11:59:28,18:40:33,Morning
2023-09-01,E05297,00:55:00,22:51:26,Night
2023-02-22,E08474,19:40:42,21:46:39,Evening
2023-05-04,E08577,17:35:04,05:08:09,Evening
2023-11-26,E03342,10:05:24,21:10:29,Night
2023-10-20,E00200,01:58:13,17:19:01,Morning
2023-01-29,E03838,12:02:27,10:15:57,Night
2023-08-19,E05356,12:27:21,13:05:13,Evening
2023-05-27,E08749,15:57:27,02:28:26,Night
2023-05-01,E03655,19:52:54,21:10:06,Evening
2023-10-15,E03456,01:13:23,11:20:31,Night
2023-02-10,E07374,17:57:27,23:58:01,Morning
2023-06-03,E01802,08:37:55,14:41:55,Morning
2023-06-23,E08968,01:23:56,05:38:15,Night
2023-01-30,E04192,14:21:41,11:58:37,Evening
2023-08-26,E06162,03:36:08,09:38:25,Night
2023-01-17,E04263,15:17:58,23:01:27,Night
2023-01-24,E05932,04:46:31,13:25:13,Morning
2023-10-07,E01650,19:54:41,20:31:45,Evening
2023-11-21,E02457,03:20:23,21:07:09,Night
2023-10-31,E09493,21:18:55,05:26:11,Evening
2023-10-28,E05518,21:26:58,10:02:54,Morning
2023-08-14,E04390,02:13:59,14:43:46,Morning
2023-12-18,E07326,17:04:42,23:36:36,Night
2023-08-24,E04133,21:10:02,05:08:04,Night
2023-01-17,E00451,14:22:33,05:59:37,Morning
2023-01-09,E08986,21:21:57,18:12:50,Night
2023-02-08,E05056,10:34:32,14:51:25,Night
2023-06-24,E02394,22:56:26,19:35:49,Morning
2023-11-14,E03790,13:35:16,13:35:34,Morning
2023-08-01,E08095,10:05:39,00:40:45,Night
2023-01-05,E02268,13:47:03,08:23:53,Night
2023-10-23,E09813,15:31:25,20:01:54,Evening
2023-07-27,E09026,15:56:25,02:48:54,Evening
2023-01-11,E02608,23:30:48,23:20:21,Morning
2023-05-01,E03597,11:37:03,03:39:04,Night
2023-02-01,E06682,06:27:35,07:22:16,Night
2023-02-25,E01116,06:14:15,13:21:32,Evening
2023-11-22,E07287,15:25:27,17:58:30,Night
2023-05-25,E01675,20:28:04,19:48:04,Morning
2023-03-07,E07586,01:45:37,22:57:58,Morning
2023-11-08,E07012,23:17:20,01:43:20,Evening
2023-01-09,E00186,02:54:24,05:16:17,Morning
2023-06-26,E02867,06:59:57,11:57:19,Night
2023-07-27,E05529,03:45:44,02:17:41,Night
2023-03-30,E08810,17:39:33,02:09:50,Night
2023-02-02,E00004,15:04:47,20:50:32,Evening
2023-05-19,E04602,20:43:23,18:14:32,Night
2023-06-05,E05088,03:37:27,02:26:02,Morning
2023-06-02,E05502,11:12:37,01:03:32,Morning
2023-12-27,E08431,08:21:59,20:34:31,Night
2023-09-25,E06248,01:00:40,18:22:27,Morning
2023-05-27,E00428,19:29:20,01:17:57,Night
2023-10-22,E06011,13:32:07,16:15:42,Night
2023-06-19,E00820,03:44:59,13:13:18,Evening
2023-09-10,E09203,23:45:44,01:17:46,Evening
2023-12-05,E04230,13:40:00,09:07:54,Night
2023-07-23,E01928,08:53:39,15:41:58,Morning
2023-08-11,E04310,10:46:58,12:08:42,Morning
2023-10-21,E03710,18:20:04,20:33:37,Night
2023-07-17,E04191,14:00:39,16:18:03,Morning
2023-01-10,E04379,19:21:44,04:39:09,Morning
2023-08-30,E08442,19:09:30,21:39:10,Night
2023-09-16,E05108,23:25:30,18:22:00,Night
2023-12-20,E00822,11:39:58,07:14:09,Evening
2023-03-08,E06672,00:49:00,03:48:46,Night
2023-04-20,E00831,17:41:58,14:49:58,Morning
2023-08-17,E04940,19:32:59,00:44:53,Night
2023-04-10,E06891,18:42:00,00:30:28,Morning
2023-07-11,E02957,12:04:27,03:10:39,Morning
2023-04-16,E07477,09:37:01,14:07:07,Evening
2023-01-07,E06128,18:54:17,13:08:34,Morning
2023-11-30,E09700,06:57:28,06:23:07,Night
2023-06-20,E08980,14:34:40,02:42:24,Morning
2023-01-22,E07021,14:42:38,02:42:34,Morning
2023-08-18,E07717,03:09:42,21:06:41,Night
2023-09-25,E05107,04:51:56,07:55:56,Evening
2023-10-10,E04127,08:38:20,23:49:27,Night
2023-08-12,E05387,04:08:22,04:08:38,Evening
2023-08-05,E04089,20:22:58,20:18:33,Morning
2023-06-15,E09445,06:32:30,23:26:02,Night
2023-08-16,E02807,16:21:02,21:05:59,Morning
2023-08-11,E09599,16:40:56,12:41:25,Morning
2023-05-02,E00600,16:24:15,18:45:02,Morning
2023-08-19,E07971,04:43:12,23:35:11,Night
2023-03-23,E03422,00:43:20,08:03:14,Night
2023-02-21,E09787,12:33:51,04:45:57,Evening
2023-12-17,E01506,16:40:23,21:51:36,Morning
2023-08-10,E00852,06:37:42,19:05:51,Evening
2023-10-13,E00312,20:14:07,12:02:23,Night
2023-12-24,E03663,11:45:01,22:22:11,Night
2023-11-30,E03229,04:59:18,09:16:04,Night
2023-01-16,E06317,17:58:17,20:05:32,Morning
2023-10-10,E01942,20:52:59,06:07:19,Morning
2023-08-06,E02240,13:18:16,01:31:09,Morning
2023-06-07,E02697,07:34:22,11:18:16,Night
2023-03-29,E00746,19:05:40,10:16:03,Evening
2023-09-14,E07800,12:42:08,16:50:08,Evening
2023-05-08,E09924,19:35:58,17:23:41,Night
2023-06-23,E00867,10:10:54,18:03:07,Night
2023-07-15,E00655,05:02:55,13:02:07,Morning
2023-10-20,E00017,21:31:16,13:12:09,Morning
2023-03-17,E05895,06:02:40,23:52:53,Evening
2023-07-08,E04760,20:16:51,13:36:04,Evening
2023-12-17,E08819,05:36:11,03:18:51,Night
2023-07-27,E06127,14:25:38,11:13:00,Morning
2023-11-22,E07035,20:46:16,03:56:48,Morning
2023-11-18,E08858,05:04:54,07:44:59,Night
2023-11-26,E02621,15:13:23,09:19:35,Morning
2023-10-16,E05900,04:10:35,07:58:11,Evening
2023-02-21,E07011,05:31:28,22:22:02,Night
2023-06-14,E02919,14:30:28,01:09:49,Morning
2023-02-25,E04642,19:26:16,07:08:17,Night
2023-01-30,E05931,04:20:15,14:37:02,Morning
2023-03-29,E05934,00:30:27,21:37:05,Morning
2023-12-11,E06427,06:50:15,11:46:12,Evening
2023-11-20,E09747,22:50:08,20:13:37,Morning
2023-08-08,E04509,05:03:56,11:35:37,Night
2023-03-15,E07982,09:03:55,19:07:35,Night
2023-10-15,E08827,03:44:17,12:31:25,Night
2023-05-08,E02940,06:51:44,20:20:54,Morning
2023-01-09,E07577,15:11:19,10:03:34,Night
2023-04-28,E06015,13:31:21,08:54:32,Morning
2023-09-26,E02635,20:10:30,16:21:34,Morning
2023-02-22,E02730,22:42:25,03:07:35,Evening
2023-03-05,E09108,07:07:01,14:27:08,Evening
2023-12-07,E09603,13:43:59,08:31:21,Morning
2023-07-13,E09940,20:08:36,01:12:56,Evening
2023-06-06,E01344,22:59:44,20:07:32,Morning
2023-01-13,E04674,19:41:13,23:31:23,Evening
2023-05-05,E05533,17:00:06,18:27:14,Evening
2023-02-28,E09954,22:34:35,13:48:22,Night
2023-02-06,E09506,07:31:09,03:19:24,Evening
2023-04-23,E09602,23:37:19,16:44:04,Evening
2023-04-18,E04002,17:24:32,00:25:59,Night
2023-12-03,E06578,07:46:56,07:10:07,Evening
2023-10-15,E04106,13:40:12,01:56:59,Morning
2023-04-26,E03139,01:16:51,18:22:02,Morning
2023-09-11,E05605,18:08:14,05:21:02,Morning
2023-10-26,E02310,20:57:00,02:16:59,Morning
2023-05-10,E00439,22:20:32,14:46:56,Evening
2023-01-20,E09148,14:06:29,19:25:46,Night
2023-02-11,E09213,23:43:45,02:21:15,Night
2023-01-23,E00039,21:22:41,14:12:17,Evening
2023-09-10,E05799,19:33:12,06:16:07,Evening
2023-08-15,E01465,05:12:52,10:06:04,Evening
2023-07-10,E06289,09:44:01,03:49:39,Evening
2023-09-15,E04720,22:06:58,02:06:37,Evening
2023-12-12,E06087,11:32:08,19:06:54,Night
2023-01-02,E07431,20:09:19,16:39:08,Night
2023-09-15,E06723,16:30:03,07:13:21,Evening
2023-10-05,E09245,12:59:23,00:28:25,Morning
2023-09-07,E00013,10:54:05,17:05:39,Evening
2023-02-18,E02582,19:16:53,15:45:41,Evening
2023-07-28,E06128,19:04:31,21:11:32,Night
2023-10-06,E05809,17:42:51,06:02:40,Night
2023-04-12,E08638,02:29:06,04:05:46,Evening
2023-08-27,E01891,22:21:06,16:27:53,Morning
2023-03-18,E02307,17:46:18,05:36:06,Night
2023-09-22,E01237,11:38:17,14:43:34,Evening
2023-12-12,E01146,23:20:16,13:23:37,Night
2023-04-01,E02893,17:43:07,20:17:55,Evening
2023-07-15,E04946,11:55:38,03:55:29,Evening
2023-09-11,E00548,19:17:08,11:56:27,Morning
2023-04-18,E02282,12:11:42,17:26:16,Morning
2023-02-05,E02094,08:11:50,12:28:50,Morning
2023-10-13,E01931,18:47:35,23:07:14,Night
2023-11-02,E06131,21:17:23,05:39:49,Night
2023-07-02,E02385,16:47:31,06:43:32,Evening
2023-07-26,E02365,12:18:53,07:26:08,Evening
2023-01-31,E03364,18:35:49,06:03:12,Night
2023-08-11,E06222,18:38:53,20:05:03,Morning
2023-02-10,E00956,08:38:42,05:07:39,Evening
2023-06-21,E08851,03:34:46,12:36:43,Evening
2023-03-10,E06935,14:17:56,20:49:34,Evening
2023-01-21,E03488,09:44:45,16:51:20,Morning
2023-03-09,E07207,07:15:32,11:49:43,Evening
2023-06-15,E06861,10:02:15,02:14:52,Morning
2023-01-02,E05399,21:29:02,03:21:55,Night
2023-04-04,E08093,05:55:22,23:03:58,Morning
2023-04-25,E02532,07:59:25,03:44:42,Morning
2023-04-06,E06691,12:47:00,13:31:52,Night
2023-06-14,E00198,13:07:48,04:53:35,Morning
2023-03-30,E01672,11:26:29,03:21:38,Evening
2023-09-28,E06677,13:45:30,03:44:41,Morning
2023-01-04,E03637,17:45:08,12:34:21,Night
2023-01-15,E04714,10:21:02,23:46:25,Morning
2023-10-29,E03629,12:57:25,10:15:17,Evening
2023-10-19,E03179,20:11:36,10:28:02,Night
2023-07-05,E08831,10:30:19,14:51:18,Evening
2023-11-06,E04980,18:06:03,05:23:32,Morning
2023-06-27,E01631,11:36:43,12:35:06,Morning
2023-06-23,E01864,08:27:55,14:06:36,Evening
2023-11-25,E00177,23:44:59,04:21:02,Evening
2023-03-09,E06058,23:41:00,15:27:32,Evening
2023-10-24,E00712,21:38:17,13:19:52,Morning
2023-01-22,E05663,01:39:22,16:56:19,Evening
2023-10-08,E08327,09:44:29,22:47:00,Morning
2023-12-08,E06754,18:59:32,01:12:55,Evening
2023-04-10,E09490,17:12:41,17:17:55,Evening
2023-04-22,E08791,22:03:01,20:54:30,Morning
2023-05-05,E05640,00:02:09,09:57:00,Evening
2023-08-01,E04255,22:40:03,05:21:50,Evening
2023-09-01,E02951,05:37:00,18:13:23,Evening
2023-02-06,E00149,21:10:59,00:14:03,Night
2023-11-27,E08074,04:54:02,14:27:21,Morning
2023-02-01,E01895,21:00:56,13:36:04,Evening
2023-05-11,E07266,09:14:15,11:01:23,Evening
2023-11-12,E00106,02:53:09,17:40:11,Night
2023-02-20,E07482,19:06:21,05:30:20,Night
2023-09-11,E04493,22:44:59,05:16:06,Morning
2023-11-06,E04712,13:40:30,08:28:15,Evening
2023-09-05,E07484,03:08:17,17:59:29,Night
2023-03-16,E09293,17:27:49,15:52:46,Night
2023-07-04,E08613,14:26:14,07:26:41,Night
2023-11-10,E09049,18:13:30,11:02:38,Evening
2023-03-13,E00351,19:56:26,15:38:12,Evening
2023-05-14,E07214,22:08:49,12:42:45,Evening
2023-10-20,E01818,15:11:26,23:22:53,Night
2023-01-02,E09814,11:31:44,08:52:59,Morning
2023-05-15,E08694,14:32:56,16:02:57,Morning
2023-11-20,E09606,20:42:35,01:49:30,Morning
2023-02-04,E04784,01:17:38,20:54:19,Evening
2023-01-27,E08660,12:25:05,01:07:04,Night
2023-11-02,E06354,20:49:32,03:06:43,Evening
2023-04-27,E00825,00:59:08,06:47:38,Evening
2023-10-08,E05409,07:50:26,10:37:32,Night
2023-07-20,E06124,01:54:55,11:41:44,Evening
2023-09-23,E07467,22:49:25,01:34:39,Evening
2023-10-31,E00589,07:58:26,21:41:54,Morning
2023-03-16,E07398,12:32:20,00:07:29,Night
2023-02-18,E07325,10:40:25,01:26:24,Night
2023-10-26,E08062,14:44:58,21:50:53,Night
2023-04-23,E05549,12:01:46,20:25:59,Night
2023-11-26,E03186,17:00:15,11:23:00,Night
2023-09-15,E06777,19:42:25,10:56:28,Night
2023-04-22,E08613,06:38:37,23:01:44,Evening
2023-10-14,E00108,23:29:54,21:06:48,Morning
2023-01-06,E00011,09:56:43,16:21:37,Morning
2023-07-23,E05006,07:50:56,00:45:06,Morning
2023-11-14,E07721,15:36:27,00:51:20,Morning
2023-02-12,E05957,03:57:17,16:24:50,Night
2023-09-04,E07431,21:55:42,22:57:47,Morning
2023-02-27,E01199,02:37:29,06:19:10,Evening
2023-07-25,E09805,02:52:38,15:47:09,Night
2023-03-25,E03188,01:32:56,04:57:35,Evening
2023-02-17,E01670,20:56:34,02:16:34,Evening
2023-10-04,E04337,19:55:29,03:50:43,Evening
2023-07-22,E05838,20:41:59,16:33:06,Evening
2023-09-03,E00917,02:23:45,09:13:07,Morning
2023-01-29,E07225,12:08:20,08:15:42,Night
2023-11-23,E00156,16:24:42,08:19:33,Night
2023-08-04,E07992,10:38:37,12:00:13,Morning
2023-01-29,E07990,13:13:19,04:48:12,Night
2023-08-04,E04795,10:32:14,02:52:55,Morning
2023-01-05,E00124,13:23:23,21:47:49,Night
2023-11-28,E04010,15:39:49,16:16:57,Evening
2023-05-14,E03062,01:25:59,15:57:35,Evening
2023-10-04,E09402,08:28:01,15:59:32,Evening
2023-09-18,E01102,18:29:12,04:31:20,Morning
2023-02-20,E00205,14:34:44,19:25:05,Evening
2023-05-09,E07296,06:10:04,01:33:31,Night
2023-02-01,E03302,18:50:35,21:55:12,Evening
2023-06-19,E09519,09:16:30,04:36:54,Evening
2023-02-14,E02393,07:23:44,23:36:59,Evening
2023-03-08,E09646,02:28:46,04:27:59,Morning
2023-12-04,E08088,12:21:09,14:13:54,Night
2023-07-31,E02322,16:51:22,19:00:47,Morning
2023-02-07,E05027,19:42:02,13:06:44,Evening
2023-10-17,E02108,07:32:42,23:42:31,Night
2023-09-11,E06405,15:57:45,10:16:33,Night
2023-07-28,E02946,00:51:01,17:27:54,Night
2023-07-16,E03953,13:26:42,15:42:17,Night
2023-04-15,E01811,13:09:02,01:16:35,Evening
2023-04-16,E03260,08:02:17,13:40:32,Evening
2023-01-29,E06286,14:36:27,07:29:15,Night
2023-11-02,E04235,19:05:30,13:17:00,Evening
2023-04-08,E06176,16:34:17,15:04:49,Morning
2023-11-27,E08843,11:46:55,00:26:42,Night
2023-05-12,E01309,05:43:34,02:26:28,Night
2023-02-09,E06864,13:48:09,21:18:08,Evening
2023-07-08,E02438,08:19:16,03:21:37,Evening
2023-09-10,E02053,00:01:24,10:33:47,Morning
2023-07-29,E09147,14:39:29,11:50:25,Night
2023-09-24,E03887,01:17:02,07:15:10,Morning
2023-02-05,E07138,05:45:05,05:45:14,Morning
2023-06-12,E02373,05:36:57,11:41:40,Morning
2023-01-04,E00915,18:03:11,07:19:08,Evening
2023-04-03,E07931,08:23:26,04:24:12,Night
2023-09-11,E00482,01:52:53,18:31:27,Evening
2023-07-14,E05690,12:57:11,10:05:02,Evening
2023-01-30,E04021,16:34:24,21:15:04,Evening
2023-01-15,E07917,22:12:23,16:56:44,Evening
2023-02-06,E01967,12:51:03,17:42:24,Night
2023-02-04,E09399,12:38:32,14:04:55,Morning
2023-05-24,E04024,21:14:48,04:39:29,Evening
2023-03-12,E08562,01:27:38,13:01:21,Night
2023-12-30,E02740,21:21:49,20:16:53,Evening
2023-08-27,E09378,08:33:58,18:30:59,Evening
2023-01-09,E08267,14:37:27,15:08:43,Evening
2023-07-27,E00397,00:39:17,00:17:40,Morning
2023-02-08,E04212,19:10:59,02:39:15,Evening
2023-07-30,E07253,09:31:30,15:01:03,Night
2023-07-16,E09572,13:45:37,10:03:04,Evening
2023-05-27,E07565,14:56:02,08:11:53,Morning
2023-01-18,E09938,16:35:14,05:51:47,Morning
2023-03-17,E05565,03:54:59,06:58:28,Evening
2023-04-21,E07499,08:25:47,03:04:16,Night
2023-07-09,E07090,00:26:30,06:49:04,Morning
2023-03-09,E03512,01:46:01,11:41:43,Evening
2023-11-17,E01873,04:00:13,08:58:25,Night
2023-02-27,E06298,22:52:16,23:33:38,Evening
2023-12-22,E05524,03:43:34,09:24:14,Night
2023-10-24,E08999,05:31:12,13:03:56,Evening
2023-01-21,E03502,09:52:24,09:27:14,Morning
2023-09-28,E00871,23:47:01,20:34:24,Night
2023-11-01,E09808,22:01:52,12:48:47,Morning
2023-10-29,E08572,09:22:41,06:48:14,Night
2023-05-14,E03813,15:50:57,08:32:20,Night
2023-11-26,E06673,08:08:03,21:53:25,Night
2023-06-08,E07874,17:32:32,21:20:08,Evening
2023-05-26,E04919,17:21:51,03:09:46,Night
2023-10-11,E07740,20:20:01,11:13:39,Morning
2023-11-03,E01410,05:54:34,04:43:38,Morning
2023-08-13,E04713,15:17:58,16:02:37,Morning
2023-09-18,E01581,02:23:20,23:53:10,Night
2023-06-11,E03544,17:59:04,02:54:15,Morning
2023-12-28,E00783,13:08:21,00:13:52,Evening
2023-09-02,E05423,21:20:07,19:41:02,Evening
2023-05-06,E09823,21:27:04,02:53:36,Morning
2023-09-02,E08285,21:42:28,16:15:44,Evening
2023-04-05,E03247,14:51:54,04:19:07,Morning
2023-02-23,E07626,04:53:39,15:21:57,Morning
2023-06-17,E02569,14:08:47,21:49:14,Evening
2023-07-01,E05026,10:59:12,12:06:10,Morning
2023-06-03,E04992,01:30:39,00:53:30,Evening
2023-12-27,E05884,03:12:54,13:47:21,Morning
2023-08-24,E04470,04:45:18,16:33:50,Night
2023-11-28,E09723,05:10:19,22:25:08,Morning
2023-07-30,E08331,22:32:10,12:09:53,Evening
2023-06-11,E03100,01:31:23,22:33:31,Evening
2023-04-07,E05098,10:10:35,20:48:19,Night
2023-03-09,E08378,00:42:57,13:22:56,Night
2023-03-16,E09569,15:46:52,00:30:28,Evening
2023-11-28,E09882,09:01:03,23:58:36,Morning
2023-05-24,E06250,07:16:43,02:44:37,Morning
2023-09-27,E05150,20:15:22,17:49:54,Evening
2023-12-07,E06826,04:30:17,10:55:49,Morning
2023-05-01,E09315,02:39:13,12:16:43,Night
2023-08-02,E02500,14:31:56,03:01:35,Night
2023-04-03,E01074,02:14:59,11:37:58,Morning
2023-01-12,E09665,00:54:57,23:48:17,Morning
2023-07-08,E00798,02:44:49,06:22:28,Night
2023-10-14,E00897,18:06:22,18:07:31,Night
2023-05-07,E08240,08:13:41,21:43:16,Evening
2023-03-09,E03326,20:06:57,12:05:47,Evening
2023-07-07,E01403,01:31:54,06:29:49,Night
2023-08-15,E08580,02:43:32,03:57:19,Morning
2023-03-15,E03871,11:14:33,22:29:51,Night
2023-02-27,E01889,12:53:13,10:37:49,Evening
2023-12-25,E07823,02:45:33,19:12:43,Morning
2023-02-12,E01711,15:35:09,07:52:38,Night
2023-11-01,E02475,22:02:46,23:49:14,Morning
2023-04-09,E04666,22:56:53,18:08:29,Morning
2023-06-20,E08121,10:27:30,23:37:06,Morning
2023-07-29,E01784,04:21:44,21:34:42,Morning
2023-03-30,E03038,05:21:15,16:27:28,Evening
2023-11-28,E03918,18:20:08,20:53:19,Evening
2023-12-16,E07140,04:58:02,16:18:44,Morning
2023-11-18,E01469,08:01:59,01:30:13,Night
2023-09-26,E01835,22:49:10,02:46:19,Evening
2023-07-17,E02886,09:47:54,18:02:29,Night
2023-07-06,E04923,09:34:15,01:24:11,Night
2023-10-31,E02787,03:05:10,15:41:47,Night
2023-08-18,E05618,16:14:09,01:50:05,Evening
2023-01-07,E08971,17:08:56,13:16:11,Morning
2023-12-12,E09377,10:54:07,02:22:52,Morning
2023-07-17,E06509,02:50:30,06:42:29,Evening
2023-05-07,E02065,16:18:24,23:11:18,Evening
2023-06-26,E07676,01:36:44,05:34:28,Evening
2023-01-02,E08286,02:58:01,04:43:37,Morning
2023-03-22,E06391,23:52:53,00:47:45,Evening
2023-11-04,E02896,00:31:39,04:46:02,Morning
2023-01-08,E02354,13:58:04,02:55:08,Evening
2023-05-25,E07412,23:46:03,16:22:17,Evening
2023-05-25,E05617,07:58:36,19:57:30,Night
2023-03-30,E04216,07:55:25,02:04:49,Morning
2023-05-18,E05481,18:10:18,00:50:24,Night
2023-04-18,E00438,16:23:20,07:08:18,Night
2023-07-13,E08747,17:04:01,01:26:31,Evening
2023-10-17,E06660,06:01:07,08:30:18,Night
2023-08-26,E01644,05:14:13,14:13:05,Night
2023-03-07,E00068,22:52:09,19:53:49,Morning
2023-03-18,E03842,17:36:55,15:48:36,Night
2023-05-25,E04063,14:46:27,23:18:58,Night
2023-09-28,E05185,09:01:20,20:30:22,Night
2023-05-15,E06168,05:40:00,00:21:01,Night
2023-04-08,E00305,01:33:49,20:45:29,Evening
2023-04-23,E05617,10:36:44,01:45:54,Evening
2023-10-24,E06846,14:09:06,22:24:14,Night
2023-06-20,E01904,07:41:16,03:58:01,Night
2023-07-11,E01405,07:53:51,21:03:06,Morning
2023-07-23,E08374,21:20:15,08:47:05,Evening
2023-05-01,E08003,02:54:48,04:53:09,Evening
2023-12-10,E00197,09:20:46,14:15:49,Night
2023-06-03,E00731,10:44:24,22:54:49,Evening
2023-07-29,E09231,04:01:05,21:12:17,Morning
2023-03-18,E03446,13:56:18,15:15:38,Morning
2023-01-17,E02349,14:27:19,16:11:03,Evening
2023-02-05,E06957,03:52:54,15:52:49,Night
2023-04-06,E03180,10:27:09,20:30:04,Night
2023-08-02,E03468,11:34:18,16:38:04,Night
2023-10-29,E05120,13:43:49,03:45:36,Evening
2023-06-03,E00869,23:26:34,14:08:22,Evening
2023-06-15,E04376,09:12:10,13:12:37,Evening
2023-01-16,E06906,12:12:40,21:36:41,Evening
2023-02-23,E03646,02:02:44,00:23:22,Night
2023-01-31,E09090,19:17:14,14:51:11,Evening
2023-10-03,E09979,21:43:00,14:15:31,Morning
2023-09-28,E00439,13:27:26,04:42:31,Evening
2023-12-10,E03934,11:09:19,08:39:55,Morning
2023-12-21,E02452,03:43:18,04:46:35,Morning
2023-03-13,E06369,17:17:36,13:49:18,Morning
2023-08-22,E06288,11:28:55,19:51:56,Evening
2023-05-17,E07897,10:51:56,12:43:17,Morning
2023-09-17,E08627,18:30:17,00:06:05,Morning
2023-06-17,E01084,11:32:22,09:43:26,Evening
2023-12-22,E03931,09:57:01,02:38:01,Evening
2023-12-23,E03604,20:18:16,09:31:43,Evening
2023-06-18,E07074,01:42:05,02:54:44,Night
2023-05-13,E00713,06:39:50,08:50:46,Night
2023-05-10,E08198,04:59:11,12:39:06,Evening
2023-12-21,E09518,19:16:00,08:06:05,Evening
2023-08-02,E04971,17:28:37,06:06:38,Night
2023-08-09,E08200,23:17:30,16:51:56,Night
2023-02-09,E00369,17:37:10,10:27:16,Evening
2023-08-27,E05608,02:36:35,06:48:13,Evening
2023-12-15,E03074,09:46:03,11:30:47,Night
2023-12-21,E08775,21:38:43,07:39:09,Night
2023-04-27,E00494,20:29:04,08:04:42,Evening
2023-02-12,E03113,15:59:33,02:09:52,Evening
2023-08-25,E07159,09:55:31,12:03:33,Evening
2023-05-27,E03280,18:16:04,00:02:20,Morning
2023-12-05,E01117,13:10:14,10:39:56,Morning
2023-01-14,E07339,04:18:28,20:55:57,Night
2023-01-20,E07296,11:58:15,12:15:54,Night
2023-01-09,E01306,00:54:54,15:05:24,Night
2023-06-05,E02347,05:30:01,02:51:12,Morning
2023-12-31,E03111,02:03:46,09:26:05,Evening
2023-03-10,E02683,03:55:32,11:54:55,Evening
2023-04-16,E08884,22:24:12,13:02:27,Evening
2023-01-05,E07847,07:54:32,21:22:23,Morning
2023-08-14,E07036,12:35:51,04:28:59,Night
2023-03-08,E02209,13:23:49,14:53:20,Evening
2023-02-07,E03410,12:57:38,19:47:09,Night
2023-05-16,E00751,05:04:04,07:19:29,Evening
2023-12-19,E01313,09:10:26,21:39:29,Morning
2023-07-21,E02556,14:18:00,09:25:26,Evening
2023-08-30,E02596,22:52:00,03:01:06,Evening
2023-03-22,E07941,08:22:49,02:23:47,Evening
2023-02-20,E00576,03:39:44,01:32:29,Night
2023-05-11,E02214,03:52:56,20:20:13,Evening
2023-01-02,E09486,08:46:49,07:45:36,Evening
2023-08-03,E08818,18:12:46,06:42:21,Night
2023-06-05,E03602,00:54:58,20:57:24,Evening
2023-05-28,E07206,13:46:08,12:38:35,Night
2023-12-16,E00883,08:53:36,05:29:56,Evening
2023-10-28,E00606,11:14:43,14:06:44,Night
2023-10-24,E02145,12:51:23,09:20:43,Evening
2023-03-25,E01071,07:04:50,13:41:25,Night
2023-07-29,E05000,18:35:17,20:28:13,Morning
2023-08-24,E00882,19:13:24,22:17:30,Morning
2023-10-24,E03073,05:59:25,02:14:29,Evening
2023-11-19,E07128,23:13:22,17:30:57,Night
2023-04-05,E04990,19:57:30,07:27:01,Morning
2023-12-23,E03848,15:19:45,20:37:14,Morning
2023-12-14,E03987,05:00:38,08:12:55,Evening
2023-03-26,E07061,15:37:35,18:27:28,Night
2023-09-27,E05824,00:04:42,01:56:01,Evening
2023-05-06,E05230,21:49:43,07:36:02,Night
2023-07-16,E02262,05:45:17,12:56:14,Night
2023-05-09,E02701,05:12:04,08:10:31,Evening
