Employee ID,Overtime Hours,Regular Hours,Pay per Hour,Total Salary
E04680,14,178,33.8,6489.6
E08297,0,139,20.96,2913.44
E02269,9,173,47.6,8663.2
E08191,10,146,43.77,6828.12
E08079,15,143,13.86,2189.88
E04778,0,157,14.99,2353.43
E04552,13,148,30.5,4910.5
E07607,12,167,29.9,5352.1
E09090,2,130,37.56,4957.92
E08752,14,169,35.38,6474.54
E09769,1,136,38.98,5340.26
E01652,1,153,32.28,4971.12
E08032,5,161,49.27,8178.82
E03399,0,172,29.73,5113.56
E05681,3,167,45.41,7719.7
E01488,8,176,39.8,7323.2
E00110,14,169,25.39,4646.37
E04851,18,141,24.56,3905.04
E05239,20,140,49.65,7944.0
E03731,16,133,34.28,5107.72
E00350,14,160,42.89,7462.86
E00998,16,131,23.89,3511.83
E04667,13,154,46.38,7745.46
E01290,5,156,10.4,1674.4
E08485,1,130,47.41,6210.71
E09870,16,179,15.07,2938.65
E09641,15,170,32.6,6031.0
E07777,18,170,20.5,3854.0
E02155,8,145,38.83,5940.99
E04276,1,141,28.14,3995.88
E03140,19,147,45.57,7564.62
E06118,5,178,23.4,4282.2
E04893,4,141,41.48,6014.6
E04883,6,176,39.1,7116.2
E02399,18,153,15.56,2660.76
E03648,19,164,19.52,3572.16
E07384,7,155,47.79,7741.98
E08679,7,164,13.79,2358.09
E04812,8,137,44.04,6385.8
E05686,1,155,20.28,3163.68
E02864,4,126,17.26,2243.8
E05928,16,167,20.89,3822.87
E02767,12,173,42.57,7875.45
E04493,8,168,21.58,3798.08
E08235,11,180,44.94,8583.54
E07481,7,122,26.68,3441.72
E08320,12,172,20.74,3816.16
E00695,3,125,29.04,3717.12
E03754,1,153,26.15,4027.1
E03772,10,127,42.63,5840.31
E00640,19,154,17.84,3086.32
E03469,14,127,12.58,1773.78
E00483,16,158,39.3,6838.2
E05847,0,174,17.73,3085.02
E04290,4,133,11.21,1535.77
E01852,2,169,38.8,6634.8
E05304,19,134,42.41,6488.73
E08548,17,163,14.63,2633.4
E06372,3,162,14.61,2410.65
E01333,6,135,43.97,6199.77
E00188,10,137,32.06,4712.82
E01537,14,135,32.9,4902.1
E02045,8,160,32.63,5481.84
E06794,14,162,34.3,6036.8
E07209,6,164,23.23,3949.1
E08711,9,177,21.76,4047.36
E08608,4,171,20.63,3610.25
E06724,11,124,12.4,1674.0
E09594,6,163,47.51,8029.19
E03005,4,162,29.08,4827.28
E07007,10,148,32.29,5101.82
E04252,2,165,30.0,5010.0
E05957,19,137,48.1,7503.6
E05545,5,136,48.26,6804.66
E01428,14,167,44.61,8074.41
E07171,16,143,14.2,2257.8
E07726,6,178,38.13,7015.92
E02447,9,155,39.92,6546.88
E07836,5,158,16.84,2744.92
E00471,2,149,19.55,2952.05
E00655,20,158,42.35,7538.3
E06097,12,137,31.1,4633.9
E01172,7,176,10.31,1886.73
E06300,1,124,30.45,3806.25
E07576,1,163,30.44,4992.16
E05591,4,136,35.21,4929.4
E08626,0,132,47.96,6330.72
E06588,7,170,48.98,8669.46
E05655,3,172,14.61,2556.75
E04610,1,132,48.41,6438.53
E04043,0,159,46.8,7441.2
E08077,13,152,41.62,6867.3
E05281,10,175,39.51,7309.35
E00909,0,127,36.72,4663.44
E07222,2,178,10.39,1870.2
E04065,11,150,11.68,1880.48
E08046,8,172,40.34,7261.2
E06208,6,168,18.86,3281.64
E08580,7,168,46.08,8064.0
E05050,18,156,40.36,7022.64
E03531,11,135,23.77,3470.42
E02359,20,174,34.11,6617.34
E05956,14,133,19.72,2898.84
E03278,5,121,22.28,2807.28
E04916,3,145,43.17,6389.16
E07473,14,142,17.47,2725.32
E08361,1,171,30.07,5172.04
E08911,6,132,29.27,4039.26
E09591,10,126,15.42,2097.12
E09115,5,172,29.84,5281.68
E03927,5,142,39.66,5830.02
E04728,15,179,19.15,3715.1
E00257,12,135,36.03,5296.41
E00464,16,161,44.36,7851.72
E04416,13,157,30.04,5106.8
E03846,6,173,37.03,6628.37
E09979,11,170,20.4,3692.4
E08541,5,166,36.99,6325.29
E02217,8,157,12.82,2115.3
E02933,7,162,46.73,7897.37
E05621,14,170,18.7,3440.8
E00721,0,149,32.04,4773.96
E01211,17,160,10.31,1824.87
E00237,19,136,22.08,3422.4
E07530,16,140,28.33,4419.48
E05906,2,179,28.04,5075.24
E09890,0,122,25.25,3080.5
E08421,20,170,12.25,2327.5
E09824,2,169,36.17,6185.07
E04002,10,159,48.75,8238.75
E06015,5,134,17.54,2438.06
E03615,14,149,37.39,6094.57
E00389,4,156,37.0,5920.0
E06031,18,147,10.47,1727.55
E08768,5,151,36.83,5745.48
E03480,13,154,23.07,3852.69
E05418,1,138,28.56,3969.84
E06689,12,132,23.28,3352.32
E05001,20,160,31.65,5697.0
E05196,11,169,28.8,5184.0
E08627,5,126,22.09,2893.79
E08152,20,151,13.73,2347.83
E00788,8,164,43.65,7507.8
E04221,16,166,23.84,4338.88
E08660,20,154,29.59,5148.66
E03643,5,138,23.69,3387.67
E05026,11,159,41.11,6988.7
E04306,2,170,11.79,2027.88
E00304,7,169,13.39,2356.64
E00274,19,140,24.63,3916.17
E00198,19,164,39.79,7281.57
E09957,2,125,28.35,3600.45
E07630,6,159,35.93,5928.45
E07423,11,168,29.38,5259.02
E03201,11,139,21.99,3298.5
E07806,9,180,41.61,7864.29
E06171,7,174,12.66,2291.46
E02286,20,129,43.19,6435.31
E09358,18,172,49.81,9463.9
E07525,14,155,12.08,2041.52
E03077,0,141,44.37,6256.17
E03200,17,121,44.94,6201.72
E00404,17,140,22.57,3543.49
E00852,6,164,42.49,7223.3
E06730,17,172,15.59,2946.51
E05971,18,139,31.03,4871.71
E07314,10,180,21.46,4077.4
E09652,0,159,16.37,2602.83
E06991,2,153,28.44,4408.2
E03722,18,129,19.47,2862.09
E01709,15,159,17.79,3095.46
E05359,17,125,27.23,3866.66
E09810,7,150,45.08,7077.56
E09573,20,164,27.0,4968.0
E04568,12,138,34.24,5136.0
E04618,0,176,16.46,2896.96
E09055,12,177,15.53,2935.17
E01391,18,170,24.26,4560.88
E08540,11,161,22.32,3839.04
E07596,19,172,38.51,7355.41
E04119,11,121,18.2,2402.4
E06781,11,123,17.82,2387.88
E08262,20,179,37.53,7468.47
E04237,2,147,22.4,3337.6
E00686,1,126,47.74,6062.98
E07943,15,128,24.14,3452.02
E08396,16,158,16.75,2914.5
E05377,11,132,35.92,5136.56
E04039,8,146,14.64,2254.56
E03799,11,129,20.71,2899.4
E03987,13,161,41.74,7262.76
E00271,16,180,21.25,4165.0
E04972,9,151,32.01,5121.6
E09268,18,128,21.01,3067.46
E04964,12,161,30.17,5219.41
E00721,2,169,32.04,5478.84
E06693,15,155,37.94,6449.8
E01970,20,179,44.08,8771.92
E05292,7,130,31.45,4308.65
E07021,19,171,11.67,2217.3
E01413,12,151,46.58,7592.54
E08722,20,131,16.29,2459.79
E02671,10,132,47.44,6736.48
E03804,17,125,40.37,5732.54
E01495,16,121,36.58,5011.46
E07302,5,126,37.81,4953.11
E07892,2,133,18.5,2497.5
E01475,6,156,29.59,4793.58
E04961,16,146,45.76,7413.12
E03553,6,134,35.04,4905.6
E04828,6,162,35.55,5972.4
E06839,1,133,30.57,4096.38
E07067,8,173,32.81,5938.61
E01027,3,154,24.05,3775.85
E03456,15,168,30.54,5588.82
E03114,12,125,44.39,6081.43
E01581,9,163,18.65,3207.8
E08158,15,174,30.8,5821.2
E02413,0,140,10.92,1528.8
E02797,15,130,37.42,5425.9
E04328,18,163,34.58,6258.98
E00865,6,134,11.8,1652.0
E09032,2,146,14.44,2137.12
E06770,13,147,19.79,3166.4
E00474,10,164,21.1,3671.4
E05297,1,172,49.44,8553.12
E08474,8,156,17.81,2920.84
E08577,15,148,42.46,6920.98
E03342,9,126,38.78,5235.3
E00200,9,160,14.87,2513.03
E03838,16,169,39.41,7290.85
E05356,12,123,24.83,3352.05
E08749,16,141,30.88,4848.16
E03655,2,166,30.23,5078.64
E03456,1,124,30.54,3817.5
E07374,4,164,11.21,1883.28
E01802,7,127,45.13,6047.42
E08968,12,133,39.8,5771.0
E04192,10,122,26.9,3550.8
E06162,6,161,43.98,7344.66
E04263,2,152,37.73,5810.42
E05932,14,173,43.15,8069.05
E01650,6,150,37.66,5874.96
E02457,5,126,29.81,3905.11
E09493,11,171,27.93,5083.26
E05518,2,159,26.19,4216.59
E04390,19,162,31.76,5748.56
E07326,7,153,19.41,3105.6
E04133,1,165,34.13,5665.58
E00451,2,150,13.74,2088.48
E08986,3,168,25.96,4439.16
E05056,3,157,29.45,4712.0
E02394,15,141,28.83,4497.48
E03790,8,180,39.4,7407.2
E08095,2,123,42.3,5287.5
E02268,5,145,12.49,1873.5
E09813,19,141,16.69,2670.4
E09026,8,133,28.6,4032.6
E02608,12,161,39.68,6864.64
E03597,2,121,11.73,1442.79
E06682,12,146,48.04,7590.32
E01116,16,130,44.44,6488.24
E07287,18,131,37.79,5630.71
E01675,17,138,15.34,2377.7
E07586,8,139,41.12,6044.64
E07012,10,154,12.5,2050.0
E00186,9,171,42.32,7617.6
E02867,1,122,49.54,6093.42
E05529,10,155,14.94,2465.1
E08810,0,162,15.55,2519.1
E00004,20,128,32.05,4743.4
E04602,0,160,39.74,6358.4
E05088,6,170,17.62,3101.12
E05502,15,121,11.72,1593.92
E08431,14,135,28.25,4209.25
E06248,8,177,14.92,2760.2
E00428,6,174,26.35,4743.0
E06011,2,137,20.49,2848.11
E00820,1,167,24.69,4147.92
E09203,11,176,41.47,7754.89
E04230,10,145,37.01,5736.55
E01928,8,169,10.14,1794.78
E04310,16,168,19.7,3624.8
E03710,18,147,42.41,6997.65
E04191,6,133,32.02,4450.78
E04379,20,142,24.38,3949.56
E08442,8,137,14.05,2037.25
E05108,19,136,46.89,7267.95
E00822,7,154,17.85,2873.85
E06672,16,175,32.95,6293.45
E00831,16,166,22.46,4087.72
E04940,2,170,39.53,6799.16
E06891,4,160,44.87,7358.68
E02957,19,162,15.24,2758.44
E07477,17,155,16.64,2862.08
E06128,7,171,18.33,3262.74
E09700,1,172,30.26,5234.98
E08980,20,126,37.49,5473.54
E07021,15,148,11.67,1902.21
E07717,20,133,14.46,2212.38
E05107,8,129,18.85,2582.45
E04127,20,154,40.19,6993.06
E05387,1,149,36.54,5481.0
E04089,1,178,39.38,7049.02
E09445,16,137,19.63,3003.39
E02807,14,159,16.08,2781.84
E09599,1,172,40.56,7016.88
E00600,17,132,11.28,1680.72
E07971,9,139,39.06,5780.88
E03422,1,153,29.78,4586.12
E09787,8,166,43.16,7509.84
E01506,20,153,27.25,4714.25
E00852,7,143,42.49,6373.5
E00312,4,169,36.44,6304.12
E03663,1,166,31.92,5330.64
E03229,6,162,44.28,7439.04
E06317,1,162,46.02,7501.26
E01942,7,125,29.52,3896.64
E02240,13,156,31.41,5308.29
E02697,1,152,46.87,7171.11
E00746,4,127,31.48,4123.88
E07800,6,169,43.86,7675.5
E09924,10,146,27.88,4349.28
E00867,7,122,36.19,4668.51
E00655,15,180,42.35,8258.25
E00017,10,155,17.3,2854.5
E05895,3,136,12.4,1723.6
E04760,14,123,38.51,5275.87
E08819,0,157,14.2,2229.4
E06127,14,149,31.93,5204.59
E07035,18,136,31.47,4846.38
E08858,17,158,39.67,6942.25
E02621,8,168,40.13,7062.88
E05900,19,159,24.84,4421.52
E07011,4,125,32.22,4156.38
E02919,18,157,32.71,5724.25
E04642,11,163,18.13,3154.62
E05931,14,129,21.1,3017.3
E05934,11,136,18.7,2748.9
E06427,19,134,13.85,2119.05
E09747,8,139,29.87,4390.89
E04509,17,149,34.88,5790.08
E07982,12,136,36.27,5367.96
E08827,17,137,35.6,5482.4
E02940,2,172,35.86,6239.64
E07577,16,130,37.6,5489.6
E06015,1,134,17.54,2367.9
E02635,13,138,46.07,6956.57
E02730,10,168,39.55,7039.9
E09108,0,133,11.84,1574.72
E09603,3,131,42.9,5748.6
E09940,19,168,36.81,6883.47
E01344,8,156,37.04,6074.56
E04674,9,179,15.42,2898.96
E05533,6,155,22.97,3698.17
E09954,5,152,21.01,3298.57
E09506,13,175,15.99,3006.12
E09602,0,152,20.65,3138.8
E04002,11,170,48.75,8823.75
E06578,19,162,44.96,8137.76
E04106,6,162,21.7,3645.6
E03139,5,123,22.95,2937.6
E05605,17,132,36.91,5499.59
E02310,10,165,10.1,1767.5
E00439,19,141,35.01,5601.6
E09148,6,130,36.99,5030.64
E09213,11,180,42.09,8039.19
E00039,17,136,47.77,7308.81
E05799,19,149,41.75,7014.0
E01465,2,149,31.1,4696.1
E06289,10,175,17.64,3263.4
E04720,19,149,17.92,3010.56
E06087,18,126,38.22,5503.68
E07431,2,139,19.91,2807.31
E06723,14,164,39.79,7082.62
E09245,4,143,38.7,5688.9
E00013,7,170,27.54,4874.58
E02582,8,170,10.22,1819.16
E06128,10,137,18.33,2694.51
E05809,7,167,28.46,4952.04
E08638,18,168,21.79,4052.94
E01891,6,158,26.0,4264.0
E02307,10,128,27.49,3793.62
E01237,13,125,11.45,1580.1
E01146,0,172,46.75,8041.0
E02893,3,158,19.29,3105.69
E04946,5,177,14.18,2580.76
E00548,13,138,11.53,1741.03
E02282,0,133,11.94,1588.02
E02094,14,163,10.69,1892.13
E01931,11,146,34.58,5429.06
E06131,16,140,26.37,4113.72
E02385,14,123,13.38,1833.06
E02365,3,133,11.23,1527.28
E03364,11,138,15.7,2339.3
E06222,8,134,35.72,5072.24
E00956,20,165,24.56,4543.6
E08851,10,124,36.38,4874.92
E06935,10,170,11.69,2104.2
E03488,2,173,35.82,6268.5
E07207,0,170,27.88,4739.6
E06861,6,144,29.53,4429.5
E05399,14,178,41.14,7898.88
E08093,8,146,13.15,2025.1
E02532,9,168,47.55,8416.35
E06691,12,170,31.75,5778.5
E00198,15,149,39.79,6525.56
E01672,3,175,41.94,7465.32
E06677,10,168,22.74,4047.72
E03637,11,122,38.58,5131.14
E04714,6,149,33.62,5211.1
E03629,12,157,23.04,3893.76
E03179,12,126,43.06,5942.28
E08831,16,179,22.33,4354.35
E04980,20,161,37.52,6791.12
E01631,11,180,43.24,8258.84
E01864,6,154,46.55,7448.0
E00177,20,179,13.27,2640.73
E06058,0,178,23.44,4172.32
E00712,4,140,34.97,5035.68
E05663,15,125,42.74,5983.6
E08327,15,146,12.47,2007.67
E06754,7,131,43.86,6052.68
E09490,6,172,43.92,7817.76
E08791,5,122,14.83,1883.41
E05640,13,122,20.71,2795.85
E04255,16,180,16.07,3149.72
E02951,10,180,32.03,6085.7
E00149,4,151,38.35,5944.25
E08074,2,137,28.31,3935.09
E01895,8,124,48.65,6421.8
E07266,11,146,37.34,5862.38
E00106,12,169,36.46,6599.26
E07482,9,170,25.17,4505.43
E04493,10,154,21.58,3539.12
E04712,16,146,49.13,7959.06
E07484,3,129,30.73,4056.36
E09293,20,155,40.1,7017.5
E08613,19,168,26.14,4888.18
E09049,7,177,43.86,8070.24
E00351,2,128,38.38,4989.4
E07214,5,133,40.02,5522.76
E01818,11,136,30.26,4448.22
E09814,6,168,38.67,6728.58
E08694,11,156,34.84,5818.28
E09606,7,128,39.51,5333.85
E04784,18,126,12.39,1784.16
E08660,11,148,29.59,4704.81
E06354,1,124,47.83,5978.75
E00825,19,121,20.72,2900.8
E05409,9,148,14.88,2336.16
E06124,20,129,45.78,6821.22
E07467,9,135,13.7,1972.8
E00589,0,122,41.71,5088.62
E07398,1,173,41.4,7203.6
E07325,12,174,46.01,8557.86
E08062,15,135,23.24,3486.0
E05549,5,132,38.21,5234.77
E03186,6,166,14.5,2494.0
E06777,3,148,21.11,3187.61
E08613,18,169,26.14,4888.18
E00108,12,132,32.13,4626.72
E00011,15,167,23.73,4318.86
E05006,4,145,34.23,5100.27
E07721,8,148,43.38,6767.28
E05957,12,120,48.1,6349.2
E07431,2,161,19.91,3245.33
E01199,5,173,49.8,8864.4
E09805,13,155,18.53,3113.04
E03188,18,120,35.11,4845.18
E01670,8,157,49.23,8122.95
E04337,3,144,18.99,2791.53
E05838,13,143,34.53,5386.68
E00917,0,145,45.8,6641.0
E07225,9,164,47.11,8150.03
E00156,9,137,14.46,2111.16
E07992,3,161,49.07,8047.48
E07990,8,146,34.1,5251.4
E04795,4,161,17.22,2841.3
E00124,1,180,30.8,5574.8
E04010,8,146,13.47,2074.38
E03062,1,169,10.93,1858.1
E09402,14,180,45.44,8815.36
E01102,17,150,32.93,5499.31
E00205,12,124,40.78,5546.08
E07296,11,134,27.27,3954.15
E03302,7,149,42.3,6598.8
E09519,10,140,29.64,4446.0
E02393,14,179,11.75,2267.75
E09646,4,142,34.2,4993.2
E08088,1,150,46.27,6986.77
E02322,2,156,15.62,2467.96
E05027,15,153,27.48,4616.64
E02108,13,124,22.16,3035.92
E06405,8,170,38.28,6813.84
E02946,14,176,45.91,8722.9
E03953,6,132,19.42,2679.96
E01811,17,177,12.79,2481.26
E03260,10,135,45.19,6552.55
E06286,13,139,14.8,2249.6
E04235,17,153,48.92,8316.4
E06176,4,160,32.08,5261.12
E08843,14,151,12.4,2046.0
E01309,0,139,22.35,3106.65
E06864,3,121,44.4,5505.6
E02438,3,169,34.53,5939.16
E02053,2,130,47.29,6242.28
E09147,11,166,20.27,3587.79
E03887,9,129,14.26,1967.88
E07138,20,162,44.86,8164.52
E02373,3,161,10.93,1792.52
E00915,19,167,44.82,8336.52
E07931,6,138,19.15,2757.6
E00482,8,161,35.94,6073.86
E05690,10,124,37.7,5051.8
E04021,7,146,39.32,6015.96
E07917,9,120,13.04,1682.16
E01967,8,163,16.93,2895.03
E09399,13,126,46.05,6400.95
E04024,16,122,47.52,6557.76
E08562,16,137,47.12,7209.36
E02740,11,158,21.71,3668.99
E09378,10,139,24.77,3690.73
E08267,15,158,42.61,7371.53
E00397,14,176,18.43,3501.7
E04212,2,149,19.15,2891.65
E07253,12,162,12.53,2180.22
E09572,6,142,31.59,4675.32
E07565,13,138,35.81,5407.31
E09938,8,138,19.9,2905.4
E05565,1,156,42.33,6645.81
E07499,7,180,39.14,7319.18
E07090,8,136,39.63,5706.72
E03512,3,141,39.58,5699.52
E01873,3,154,35.89,5634.73
E06298,15,180,21.17,4128.15
E05524,11,157,41.56,6982.08
E08999,20,173,30.73,5930.89
E03502,10,148,29.93,4728.94
E00871,0,161,13.93,2242.73
E09808,6,124,34.48,4482.4
E08572,14,162,39.81,7006.56
E03813,8,129,38.98,5340.26
E06673,18,167,10.14,1875.9
E07874,19,156,12.28,2149.0
E04919,6,163,15.45,2611.05
E07740,10,129,38.1,5295.9
E01410,0,172,40.19,6912.68
E04713,7,178,37.81,6994.85
E01581,14,144,18.65,2946.7
E03544,15,173,34.73,6529.24
E00783,14,169,14.58,2668.14
E05423,20,148,18.55,3116.4
E09823,16,131,17.56,2581.32
E08285,14,127,48.09,6780.69
E03247,9,129,34.58,4772.04
E07626,6,179,16.15,2987.75
E02569,19,147,34.05,5652.3
E05026,16,178,41.11,7975.34
E04992,16,148,48.93,8024.52
E05884,10,161,14.86,2541.06
E04470,18,173,28.01,5349.91
E09723,16,147,16.5,2689.5
E08331,14,143,19.53,3066.21
E03100,4,167,37.05,6335.55
E05098,3,167,29.46,5008.2
E08378,19,178,38.05,7495.85
E09569,12,143,18.78,2910.9
E09882,16,179,14.63,2852.85
E06250,13,164,29.21,5170.17
E05150,19,171,36.58,6950.2
E06826,6,152,36.1,5703.8
E09315,10,174,12.52,2303.68
E02500,20,128,45.79,6776.92
E01074,16,142,46.88,7407.04
E09665,12,152,33.13,5433.32
E00798,16,159,23.88,4179.0
E00897,20,149,13.25,2239.25
E08240,7,144,30.73,4640.23
E03326,18,153,30.98,5297.58
E01403,11,130,18.76,2645.16
E08580,13,131,46.08,6635.52
E03871,17,130,13.77,2024.19
E01889,3,145,37.84,5600.32
E07823,10,124,45.09,6042.06
E01711,12,174,39.98,7436.28
E02475,4,140,42.74,6154.56
E04666,16,128,36.92,5316.48
E08121,8,157,10.38,1712.7
E01784,6,154,16.78,2684.8
E03038,18,175,10.36,1999.48
E03918,7,174,35.15,6362.15
E07140,14,127,22.87,3224.67
E01469,1,160,17.0,2737.0
E01835,18,158,32.38,5698.88
E02886,18,131,43.97,6551.53
E04923,13,125,30.91,4265.58
E02787,6,125,29.05,3805.55
E05618,20,162,14.66,2668.12
E08971,10,161,27.25,4659.75
E09377,4,162,12.8,2124.8
E06509,19,133,34.87,5300.24
E02065,3,143,20.35,2971.1
E07676,11,153,11.39,1867.96
E08286,18,131,25.21,3756.29
E06391,6,141,45.88,6744.36
E02896,3,135,42.26,5831.88
E02354,10,144,45.32,6979.28
E07412,4,121,18.86,2357.5
E05617,4,147,45.04,6801.04
E04216,5,132,38.08,5216.96
E05481,14,168,40.14,7305.48
E00438,20,132,14.12,2146.24
E08747,14,131,16.05,2327.25
E06660,3,142,31.45,4560.25
E01644,9,172,15.28,2765.68
E00068,1,135,19.75,2686.0
E03842,19,137,38.02,5931.12
E04063,14,145,47.79,7598.61
E05185,9,154,40.02,6523.26
E06168,13,150,36.72,5985.36
E00305,1,180,19.02,3442.62
E05617,15,150,45.04,7431.6
E06846,19,159,38.83,6911.74
E01904,8,178,20.52,3816.72
E01405,10,125,11.92,1609.2
E08374,15,172,19.09,3569.83
E08003,20,172,26.27,5043.84
E00197,18,141,11.29,1795.11
E00731,1,173,30.77,5353.98
E09231,4,150,10.83,1667.82
E03446,17,171,31.22,5869.36
E02349,3,126,43.6,5624.4
E06957,11,174,23.65,4375.25
E03180,2,130,24.32,3210.24
E03468,15,179,28.87,5600.78
E05120,3,158,27.87,4487.07
E00869,7,163,43.7,7429.0
E04376,15,129,28.89,4160.16
E06906,17,175,26.89,5162.88
E03646,3,143,10.89,1589.94
E09090,11,166,37.56,6648.12
E09979,15,131,20.4,2978.4
E00439,10,141,35.01,5286.51
E03934,13,124,17.6,2411.2
E02452,5,160,19.85,3275.25
E06369,15,121,14.32,1947.52
E06288,15,158,28.62,4951.26
E07897,4,120,15.75,1953.0
E08627,11,169,22.09,3976.2
E01084,20,151,13.13,2245.23
E03931,13,122,29.55,3989.25
E03604,2,123,20.57,2571.25
E07074,8,168,31.24,5498.24
E00713,19,140,36.72,5838.48
E08198,0,145,14.52,2105.4
E09518,13,151,37.71,6184.44
E04971,18,166,12.46,2292.64
E08200,9,178,43.53,8140.11
E00369,3,175,31.72,5646.16
E05608,20,137,23.72,3724.04
E03074,12,177,48.01,9073.89
E08775,8,176,14.57,2680.88
E00494,0,171,18.89,3230.19
E03113,15,165,38.78,6980.4
E07159,5,151,30.44,4748.64
E03280,20,177,26.02,5125.94
E01117,1,151,40.68,6183.36
E07339,4,163,17.25,2880.75
E07296,4,141,27.27,3954.15
E01306,0,124,37.99,4710.76
E02347,4,166,10.13,1722.1
E03111,17,159,45.31,7974.56
E02683,8,174,10.27,1869.14
E08884,20,155,44.92,7861.0
E07847,8,157,14.02,2313.3
E07036,18,166,32.04,5895.36
E02209,5,155,24.0,3840.0
E03410,16,120,20.41,2775.76
E00751,11,141,19.85,3017.2
E01313,14,164,20.44,3638.32
E02556,6,176,35.42,6446.44
E02596,17,141,11.22,1772.76
E07941,13,178,35.34,6749.94
E00576,0,154,45.36,6985.44
E02214,12,125,44.58,6107.46
E09486,7,125,17.9,2362.8
E08818,0,152,18.0,2736.0
E03602,11,151,25.66,4156.92
E07206,2,157,35.49,5642.91
E00883,9,180,14.05,2655.45
E00606,18,167,35.04,6482.4
E02145,9,174,35.51,6498.33
E01071,3,155,13.36,2110.88
E05000,12,137,11.76,1752.24
E00882,13,123,38.75,5270.0
E03073,1,140,13.94,1965.54
E07128,17,167,18.31,3369.04
E04990,10,178,42.26,7944.88
E03848,7,140,45.91,6748.77
E03987,2,157,41.74,6636.66
E07061,15,148,38.38,6255.94
E05824,13,129,25.79,3662.18
E05230,18,136,48.98,7542.92
E02262,13,168,20.23,3661.63
E02701,20,177,13.78,2714.66
E02218,8,173,22.41,4056.21
E05386,8,121,48.81,6296.49
E05686,15,154,20.28,3427.32
E04514,12,167,11.24,2011.96
E00796,4,162,14.01,2325.66
E00262,4,143,12.7,1866.9
E04974,2,128,21.61,2809.3
E05264,17,162,43.09,7713.11
E02890,12,156,30.67,5152.56
E02388,5,128,35.99,4786.67
E04602,18,127,39.74,5762.3
E03992,16,157,40.56,7016.88
E01363,5,132,48.07,6585.59
E00375,7,131,41.11,5673.18
E09482,4,174,39.89,7100.42
E05598,2,141,42.88,6131.84
E01661,15,160,44.62,7808.5
E05901,8,176,44.21,8134.64
E05048,0,178,11.53,2052.34
E06736,14,122,16.88,2295.68
E08080,18,160,47.61,8474.58
E02920,9,130,35.22,4895.58
E02824,1,121,16.67,2033.74
E06583,18,129,45.69,6716.43
E09477,13,126,16.26,2260.14
E02384,7,142,45.07,6715.43
E06965,12,168,43.13,7763.4
E06884,3,147,46.99,7048.5
E02436,12,167,14.9,2667.1
E01705,7,140,35.0,5145.0
E07867,4,168,41.87,7201.64
E07878,13,175,26.45,4972.6
E08393,6,174,10.05,1809.0
E00740,1,173,30.96,5387.04
E04523,18,147,19.36,3194.4
E01056,4,147,11.77,1777.27
E09766,1,157,49.31,7790.98
E03284,5,156,13.85,2229.85
E00096,15,126,37.67,5311.47
E00306,14,156,45.0,7650.0
E07170,7,140,46.02,6764.94
E07699,15,148,34.22,5577.86
E05110,5,140,42.17,6114.65
E03152,7,128,44.6,6021.0
E02577,5,125,18.61,2419.3
E01414,6,162,42.69,7171.92
E06399,8,164,13.64,2346.08
E06730,9,154,15.59,2541.17
E02377,19,122,48.74,6872.34
E02986,20,170,33.63,6389.7
E08449,18,171,28.06,5303.34
E04192,1,120,26.9,3254.9
E00754,14,128,36.31,5156.02
E09486,16,175,17.9,3418.9
E05251,9,150,43.21,6870.39
E00825,0,146,20.72,3025.12
E02593,13,154,42.24,7054.08
E00242,9,142,29.4,4439.4
E08645,17,138,30.33,4701.15
E00582,5,180,42.22,7810.7
E06420,4,120,22.34,2770.16
E08126,15,180,13.66,2663.7
E08575,9,121,26.74,3476.2
E06793,16,161,48.93,8660.61
E09411,5,139,16.49,2374.56
E09919,14,176,11.87,2255.3
E09458,1,142,26.61,3805.23
E00282,9,139,10.64,1574.72
E00853,18,179,41.42,8159.74
E08742,20,145,13.12,2164.8
E03831,11,140,35.12,5303.12
E07707,4,129,43.51,5786.83
E05540,13,172,49.51,9159.35
E06537,17,152,46.93,7931.17
E05155,2,174,45.95,8087.2
E08080,6,166,47.61,8188.92
E05324,6,168,31.48,5477.52
E08113,5,167,12.77,2196.44
E06915,16,162,22.43,3992.54
E08434,19,135,35.87,5523.98
E05794,10,176,11.15,2073.9
E03076,19,155,10.39,1807.86
E07406,9,164,23.33,4036.09
E09737,4,130,32.29,4326.86
E00292,10,151,44.92,7232.12
E08384,3,130,34.65,4608.45
E05850,10,173,12.42,2272.86
E01831,17,135,15.89,2415.28
E07243,15,147,48.49,7855.38
E07828,12,138,48.11,7216.5
E01288,5,140,23.88,3462.6
E05561,0,139,47.56,6610.84
E05622,19,168,19.45,3637.15
E05501,1,125,42.29,5328.54
E07040,15,138,39.63,6063.39
E06285,5,134,10.08,1401.12
E01210,7,133,49.09,6872.6
E09856,18,152,44.82,7619.4
E08821,0,145,13.22,1916.9
E08807,2,135,38.35,5253.95
E00184,6,131,42.47,5818.39
E01369,11,177,28.47,5352.36
E01996,8,139,17.72,2604.84
E03155,7,133,25.58,3581.2
E02947,12,178,48.31,9178.9
E06139,13,144,29.23,4589.11
E00360,16,137,24.57,3759.21
E06160,5,137,42.7,6063.4
E02484,8,165,44.13,7634.49
E05671,16,166,49.0,8918.0
E07747,0,180,42.1,7578.0
E03225,13,162,10.98,1921.5
E04674,6,147,15.42,2359.26
E08192,17,123,12.19,1706.6
E08026,14,163,19.65,3478.05
