Order ID,Production Start Date,Completion Date,Delays (days),Issues
O008587,2023-08-30,2023-09-06,2,None
O008588,2023-05-08,2023-05-10,2,Quality Issue
O008589,2023-05-06,2023-05-15,2,Machine Breakdown
O008590,2023-02-25,2023-02-26,3,Machine Breakdown
O008591,2023-01-26,2023-01-31,4,Material Shortage
O008592,2023-03-26,2023-03-27,4,None
O008593,2023-03-01,2023-03-10,4,None
O008594,2023-09-02,2023-09-10,2,Machine Breakdown
O008595,2023-07-28,2023-08-06,0,Machine Breakdown
O008596,2023-03-23,2023-03-30,2,Machine Breakdown
O008597,2023-09-01,2023-09-03,3,Material Shortage
O008598,2023-11-16,2023-11-25,2,None
O008599,2023-06-06,2023-06-16,1,Material Shortage
O008600,2023-02-14,2023-02-17,0,Machine Breakdown
O008601,2023-08-21,2023-08-24,4,None
O008602,2023-09-06,2023-09-13,3,Quality Issue
O008603,2023-10-25,2023-10-28,4,None
O008604,2023-12-15,2023-12-20,2,Quality Issue
O008605,2023-11-25,2023-11-29,0,None
O008606,2023-10-31,2023-11-01,1,None
O008607,2023-10-23,2023-11-01,1,None
O008608,2023-07-12,2023-07-20,0,Machine Breakdown
O008609,2023-01-12,2023-01-14,3,Material Shortage
O008610,2023-06-18,2023-06-28,4,Quality Issue
O008611,2023-08-21,2023-08-23,3,Quality Issue
O008612,2023-03-20,2023-03-22,2,Machine Breakdown
O008613,2023-12-14,2023-12-22,1,Machine Breakdown
O008614,2023-08-28,2023-09-05,0,Quality Issue
O008615,2023-11-25,2023-12-03,3,Material Shortage
O008616,2023-05-20,2023-05-25,1,Quality Issue
O008617,2023-09-23,2023-09-29,1,Material Shortage
O008618,2023-09-14,2023-09-20,1,Machine Breakdown
O008619,2023-04-02,2023-04-08,0,Quality Issue
O008620,2023-07-20,2023-07-22,0,None
O008621,2023-05-26,2023-05-31,4,None
O008622,2023-11-07,2023-11-09,3,Quality Issue
O008623,2023-03-07,2023-03-12,0,Material Shortage
O008624,2023-01-06,2023-01-16,2,Machine Breakdown
O008625,2023-03-30,2023-03-31,0,None
O008626,2023-01-27,2023-02-03,4,None
O008627,2023-02-17,2023-02-24,0,Material Shortage
O008628,2023-06-26,2023-06-30,2,Material Shortage
O008629,2023-12-29,2024-01-03,4,Material Shortage
O008630,2023-09-18,2023-09-26,4,Machine Breakdown
O008631,2023-01-08,2023-01-12,3,None
O008632,2023-09-26,2023-10-06,0,Quality Issue
O008633,2023-05-28,2023-06-02,0,Machine Breakdown
O008634,2023-01-18,2023-01-25,0,Quality Issue
O008635,2023-06-03,2023-06-10,3,None
O008636,2023-09-08,2023-09-10,0,Material Shortage
O008637,2023-06-17,2023-06-22,2,Quality Issue
O008638,2023-10-15,2023-10-16,4,Quality Issue
O008639,2023-12-22,2024-01-01,2,Machine Breakdown
O008640,2023-04-30,2023-05-05,0,Machine Breakdown
O008641,2023-07-29,2023-08-06,4,Material Shortage
O008642,2023-03-05,2023-03-08,2,Material Shortage
O008643,2023-06-30,2023-07-07,4,Quality Issue
O008644,2023-11-30,2023-12-01,1,Quality Issue
O008645,2023-12-11,2023-12-20,1,Material Shortage
O008646,2023-05-05,2023-05-11,3,Material Shortage
O008647,2023-06-19,2023-06-27,0,Material Shortage
O008648,2023-03-30,2023-04-04,4,Machine Breakdown
O008649,2023-09-02,2023-09-06,2,None
O008650,2023-01-06,2023-01-12,0,Quality Issue
O008651,2023-09-10,2023-09-12,4,None
O008652,2023-09-10,2023-09-12,2,None
O008653,2023-12-20,2023-12-25,2,None
O008654,2023-11-21,2023-11-28,1,Machine Breakdown
O008655,2023-06-15,2023-06-20,3,Material Shortage
O008656,2023-03-28,2023-03-31,2,Material Shortage
O008657,2023-02-12,2023-02-18,2,Material Shortage
O008658,2023-11-12,2023-11-18,2,Quality Issue
O008659,2023-07-01,2023-07-03,0,Quality Issue
O008660,2023-03-07,2023-03-09,2,None
O008661,2023-11-19,2023-11-26,4,Material Shortage
O008662,2023-07-05,2023-07-08,4,Material Shortage
O008663,2023-12-25,2023-12-29,0,None
O008664,2023-03-12,2023-03-17,1,Quality Issue
O008665,2023-11-26,2023-12-03,0,None
O008666,2023-07-26,2023-08-05,3,None
O008667,2023-04-26,2023-05-04,4,Machine Breakdown
O008668,2023-11-09,2023-11-18,2,Machine Breakdown
O008669,2023-01-31,2023-02-01,0,Material Shortage
O008670,2023-09-03,2023-09-04,2,Material Shortage
O008671,2023-11-09,2023-11-14,3,Machine Breakdown
O008672,2024-01-02,2024-01-03,0,Quality Issue
O008673,2023-09-05,2023-09-11,1,Material Shortage
O008674,2023-11-25,2023-12-05,4,Quality Issue
O008675,2023-08-22,2023-08-23,0,Material Shortage
O008676,2023-03-30,2023-04-08,3,Material Shortage
O008677,2023-01-18,2023-01-25,1,Machine Breakdown
O008678,2023-04-06,2023-04-09,0,None
O008679,2023-02-25,2023-03-04,1,Material Shortage
O008680,2023-10-31,2023-11-05,1,Machine Breakdown
O008681,2023-12-10,2023-12-14,1,Machine Breakdown
O008682,2023-04-17,2023-04-20,3,Machine Breakdown
O008683,2023-11-20,2023-11-30,4,Material Shortage
O008684,2023-05-13,2023-05-23,3,Machine Breakdown
O008685,2023-05-01,2023-05-03,3,Quality Issue
O008686,2023-08-05,2023-08-08,3,Machine Breakdown
O008687,2023-10-10,2023-10-11,4,Quality Issue
O008688,2023-10-31,2023-11-06,3,Quality Issue
O008689,2023-02-08,2023-02-15,0,Quality Issue
O008690,2023-07-29,2023-08-03,1,Machine Breakdown
O008691,2023-09-04,2023-09-14,4,Machine Breakdown
O008692,2023-01-12,2023-01-19,1,None
O008693,2023-03-05,2023-03-06,3,None
O008694,2023-08-26,2023-09-01,3,Quality Issue
O008695,2023-05-04,2023-05-07,0,None
O008696,2023-07-28,2023-07-31,0,Material Shortage
O008697,2023-04-24,2023-05-01,4,None
O008698,2023-04-14,2023-04-22,1,Machine Breakdown
O008699,2023-08-02,2023-08-07,0,Quality Issue
O008700,2023-03-01,2023-03-11,4,None
O008701,2023-01-05,2023-01-10,2,Machine Breakdown
O008702,2023-03-14,2023-03-23,4,Machine Breakdown
O008703,2023-11-08,2023-11-16,1,Material Shortage
O008704,2023-02-22,2023-02-28,0,Machine Breakdown
O008705,2023-05-09,2023-05-15,4,Material Shortage
O008706,2023-06-08,2023-06-09,4,Material Shortage
O008707,2023-12-10,2023-12-15,1,Material Shortage
O008708,2023-03-27,2023-04-04,4,None
O008709,2023-05-03,2023-05-11,3,None
O008710,2023-02-28,2023-03-01,0,Material Shortage
O008711,2023-01-12,2023-01-14,0,Material Shortage
O008712,2023-08-01,2023-08-06,4,Quality Issue
O008713,2023-09-19,2023-09-27,3,None
O008714,2023-10-27,2023-10-31,4,Material Shortage
O008715,2023-08-08,2023-08-14,4,Machine Breakdown
O008716,2023-06-24,2023-07-04,2,None
O008717,2023-03-05,2023-03-14,3,Material Shortage
O008718,2023-07-18,2023-07-20,2,Machine Breakdown
O008719,2023-01-07,2023-01-11,1,Quality Issue
O008720,2023-05-30,2023-06-07,2,Material Shortage
O008721,2023-09-13,2023-09-20,2,Machine Breakdown
O008722,2023-01-20,2023-01-29,1,Machine Breakdown
O008723,2023-01-31,2023-02-08,4,Material Shortage
O008724,2023-01-23,2023-01-25,4,None
O008725,2023-03-30,2023-04-09,1,Material Shortage
O008726,2023-12-14,2023-12-23,2,None
O008727,2023-09-25,2023-10-03,1,Material Shortage
O008728,2023-07-24,2023-08-03,4,Machine Breakdown
O008729,2023-03-29,2023-04-04,2,Quality Issue
O008730,2023-02-07,2023-02-09,2,None
O008731,2023-02-27,2023-03-01,2,Material Shortage
O008732,2023-05-23,2023-05-31,1,None
O008733,2023-11-09,2023-11-15,4,Machine Breakdown
O008734,2023-12-14,2023-12-22,4,None
O008735,2023-06-18,2023-06-19,3,None
O008736,2023-02-19,2023-02-24,0,Machine Breakdown
O008737,2023-01-23,2023-01-25,1,Material Shortage
O008738,2023-06-03,2023-06-09,2,Machine Breakdown
O008739,2023-09-26,2023-09-27,4,None
O008740,2023-08-24,2023-09-03,4,Material Shortage
O008741,2023-01-15,2023-01-22,1,None
O008742,2023-05-25,2023-05-31,0,Quality Issue
O008743,2023-10-08,2023-10-12,1,Material Shortage
O008744,2023-08-23,2023-09-02,0,Material Shortage
O008745,2023-11-15,2023-11-17,3,None
O008746,2023-01-09,2023-01-16,1,Machine Breakdown
O008747,2023-02-20,2023-02-26,2,Quality Issue
O008748,2023-06-04,2023-06-06,2,Quality Issue
O008749,2023-10-30,2023-11-02,2,Material Shortage
O008750,2023-07-31,2023-08-03,0,Machine Breakdown
O008751,2023-06-23,2023-06-27,4,None
O008752,2023-05-04,2023-05-10,1,Quality Issue
O008753,2023-02-15,2023-02-21,3,Material Shortage
O008754,2023-10-30,2023-11-06,2,Quality Issue
O008755,2023-06-06,2023-06-07,2,Material Shortage
O008756,2023-04-03,2023-04-04,0,Quality Issue
O008757,2023-08-15,2023-08-21,4,Quality Issue
O008758,2023-05-30,2023-06-08,4,Quality Issue
O008759,2023-03-06,2023-03-12,2,Material Shortage
O008760,2023-04-26,2023-05-06,1,Machine Breakdown
O008761,2024-01-01,2024-01-10,3,Quality Issue
O008762,2023-01-28,2023-02-07,3,Machine Breakdown
O008763,2023-12-04,2023-12-09,1,None
O008764,2023-11-02,2023-11-07,4,Quality Issue
O008765,2024-01-02,2024-01-06,4,None
O008766,2023-10-13,2023-10-21,1,Material Shortage
O008767,2023-01-17,2023-01-23,4,None
O008768,2023-02-27,2023-03-08,2,Quality Issue
O008769,2023-07-20,2023-07-30,0,Quality Issue
O008770,2023-12-16,2023-12-26,2,Material Shortage
O008771,2023-04-04,2023-04-09,2,Machine Breakdown
O008772,2023-03-02,2023-03-10,1,Quality Issue
O008773,2023-04-30,2023-05-06,0,Material Shortage
O008774,2023-09-17,2023-09-25,4,Quality Issue
O008775,2023-06-20,2023-06-21,4,Machine Breakdown
O008776,2023-11-14,2023-11-15,4,Material Shortage
O008777,2023-04-22,2023-04-28,0,Material Shortage
O008778,2023-12-26,2023-12-27,3,Quality Issue
O008779,2023-03-26,2023-04-01,1,Machine Breakdown
O008780,2023-10-02,2023-10-08,1,Machine Breakdown
O008781,2023-04-05,2023-04-13,3,None
O008782,2023-06-18,2023-06-24,0,None
O008783,2023-03-11,2023-03-18,4,Machine Breakdown
O008784,2023-10-28,2023-11-04,4,Material Shortage
O008785,2023-07-02,2023-07-05,4,None
O008786,2023-06-06,2023-06-10,1,Material Shortage
O008787,2023-07-24,2023-07-30,4,Machine Breakdown
O008788,2023-02-20,2023-02-28,4,Material Shortage
O008789,2023-07-30,2023-08-07,0,Machine Breakdown
O008790,2023-02-25,2023-02-27,1,Machine Breakdown
O008791,2023-01-09,2023-01-15,3,Machine Breakdown
O008792,2023-09-12,2023-09-15,3,Quality Issue
O008793,2023-07-01,2023-07-04,3,Quality Issue
O008794,2023-07-17,2023-07-21,1,Machine Breakdown
O008795,2023-12-31,2024-01-05,4,Machine Breakdown
O008796,2023-12-19,2023-12-25,3,Machine Breakdown
O008797,2023-05-11,2023-05-17,2,Quality Issue
O008798,2023-01-18,2023-01-27,2,Quality Issue
O008799,2023-11-28,2023-12-05,2,Quality Issue
O008800,2023-09-21,2023-09-24,3,Quality Issue
O008801,2023-08-15,2023-08-22,2,Machine Breakdown
O008802,2023-10-04,2023-10-09,0,None
O008803,2023-01-02,2023-01-10,1,Material Shortage
O008804,2023-06-23,2023-07-01,4,Machine Breakdown
O008805,2023-07-24,2023-07-31,3,None
O008806,2023-11-10,2023-11-13,3,Machine Breakdown
O008807,2023-10-10,2023-10-11,2,Quality Issue
O008808,2023-06-19,2023-06-24,2,Machine Breakdown
O008809,2023-05-16,2023-05-22,0,Machine Breakdown
O008810,2023-05-09,2023-05-10,3,Machine Breakdown
O008811,2023-05-29,2023-06-02,3,Material Shortage
O008812,2023-07-28,2023-08-03,0,Machine Breakdown
O008813,2023-09-14,2023-09-19,3,Material Shortage
O008814,2023-08-15,2023-08-20,3,Quality Issue
O008815,2023-04-29,2023-05-01,2,Quality Issue
O008816,2023-05-08,2023-05-10,1,Quality Issue
O008817,2023-04-25,2023-04-27,2,None
O008818,2023-11-28,2023-12-07,0,Machine Breakdown
O008819,2023-05-21,2023-05-30,2,None
O008820,2023-08-06,2023-08-11,3,Material Shortage
O008821,2023-04-14,2023-04-19,2,Quality Issue
O008822,2023-05-22,2023-05-27,3,None
O008823,2023-05-20,2023-05-24,0,None
O008824,2023-03-26,2023-04-03,4,Machine Breakdown
O008825,2023-04-15,2023-04-19,3,Machine Breakdown
O008826,2023-11-13,2023-11-21,1,Material Shortage
O008827,2023-03-11,2023-03-19,1,Material Shortage
O008828,2023-07-10,2023-07-19,2,None
O008829,2023-09-11,2023-09-19,1,None
O008830,2023-05-04,2023-05-08,1,Machine Breakdown
O008831,2023-09-08,2023-09-16,2,Material Shortage
O008832,2023-07-27,2023-08-05,1,Material Shortage
O008833,2023-05-16,2023-05-20,0,Machine Breakdown
O008834,2023-08-13,2023-08-20,0,Material Shortage
O008835,2023-05-18,2023-05-25,2,Quality Issue
O008836,2023-10-28,2023-11-02,4,Quality Issue
O008837,2023-01-20,2023-01-26,2,Machine Breakdown
O008838,2023-06-11,2023-06-19,3,None
O008839,2023-12-25,2023-12-31,3,Material Shortage
O008840,2023-05-05,2023-05-11,1,Quality Issue
O008841,2023-07-06,2023-07-12,4,Quality Issue
O008842,2023-08-27,2023-08-31,0,Quality Issue
O008843,2023-04-11,2023-04-20,3,Machine Breakdown
O008844,2023-03-01,2023-03-08,2,Material Shortage
O008845,2023-10-19,2023-10-26,1,Machine Breakdown
O008846,2023-04-26,2023-04-30,3,Material Shortage
O008847,2023-05-16,2023-05-25,0,Machine Breakdown
O008848,2023-09-12,2023-09-19,0,Quality Issue
O008849,2023-12-24,2024-01-03,3,Quality Issue
O008850,2023-02-01,2023-02-10,4,Quality Issue
O008851,2023-10-26,2023-11-02,3,Quality Issue
O008852,2023-07-09,2023-07-10,2,Material Shortage
O008853,2023-08-09,2023-08-17,3,Machine Breakdown
O008854,2023-09-22,2023-09-24,3,Machine Breakdown
O008855,2023-10-23,2023-10-26,4,Quality Issue
O008856,2023-10-25,2023-11-02,4,Quality Issue
O008857,2023-03-04,2023-03-11,0,Machine Breakdown
O008858,2023-11-29,2023-12-04,1,Quality Issue
O008859,2023-09-06,2023-09-10,0,None
O008860,2023-04-16,2023-04-21,1,Material Shortage
O008861,2023-01-13,2023-01-18,4,Quality Issue
O008862,2023-12-21,2023-12-29,2,Quality Issue
O008863,2023-04-20,2023-04-25,0,Machine Breakdown
O008864,2023-01-19,2023-01-22,4,Material Shortage
O008865,2023-12-24,2023-12-28,4,Quality Issue
O008866,2023-04-01,2023-04-05,0,Quality Issue
O008867,2023-06-30,2023-07-06,3,Quality Issue
O008868,2023-10-29,2023-10-31,4,Quality Issue
O008869,2023-07-21,2023-07-23,4,Material Shortage
O008870,2023-09-27,2023-10-07,3,Quality Issue
O008871,2023-06-27,2023-07-02,3,Machine Breakdown
O008872,2023-06-18,2023-06-21,2,Material Shortage
O008873,2023-03-08,2023-03-14,4,None
O008874,2023-07-01,2023-07-10,1,None
O008875,2023-02-17,2023-02-18,4,None
O008876,2023-02-17,2023-02-25,1,Material Shortage
O008877,2023-06-05,2023-06-07,4,Material Shortage
O008878,2023-04-23,2023-05-03,1,None
O008879,2023-06-23,2023-06-26,4,Material Shortage
O008880,2023-08-07,2023-08-12,4,Material Shortage
O008881,2023-05-25,2023-05-28,4,Machine Breakdown
O008882,2023-09-18,2023-09-26,2,Quality Issue
O008883,2023-04-11,2023-04-18,0,Material Shortage
O008884,2023-06-24,2023-07-04,2,Material Shortage
O008885,2023-07-01,2023-07-05,0,Quality Issue
O008886,2023-08-22,2023-08-29,1,None
O008887,2023-08-29,2023-08-31,1,Material Shortage
O008888,2023-01-13,2023-01-23,1,Machine Breakdown
O008889,2023-07-23,2023-07-24,1,Machine Breakdown
O008890,2023-04-21,2023-04-25,1,None
O008891,2023-07-27,2023-08-04,2,None
O008892,2023-10-08,2023-10-17,1,None
O008893,2023-05-23,2023-05-29,0,Quality Issue
O008894,2023-02-19,2023-02-27,1,Material Shortage
O008895,2023-11-26,2023-11-30,3,None
O008896,2023-07-18,2023-07-28,3,Machine Breakdown
O008897,2023-04-01,2023-04-03,0,Machine Breakdown
O008898,2023-08-27,2023-08-30,3,None
O008899,2023-01-15,2023-01-22,1,Quality Issue
O008900,2023-07-27,2023-08-03,4,Quality Issue
O008901,2023-04-27,2023-05-06,1,Material Shortage
O008902,2023-09-28,2023-09-30,3,Quality Issue
O008903,2023-02-01,2023-02-09,4,Machine Breakdown
O008904,2023-05-04,2023-05-08,0,Machine Breakdown
O008905,2023-07-07,2023-07-15,1,Machine Breakdown
O008906,2023-03-18,2023-03-27,3,Machine Breakdown
O008907,2023-03-10,2023-03-19,3,Quality Issue
O008908,2023-03-05,2023-03-11,2,Machine Breakdown
O008909,2023-09-07,2023-09-08,3,Quality Issue
O008910,2023-09-22,2023-09-25,0,Material Shortage
O008911,2023-10-15,2023-10-18,1,Quality Issue
O008912,2023-02-06,2023-02-13,0,Material Shortage
O008913,2023-07-13,2023-07-22,0,None
O008914,2023-03-29,2023-04-01,4,None
O008915,2023-02-26,2023-03-03,1,Material Shortage
O008916,2023-04-02,2023-04-12,1,Machine Breakdown
O008917,2023-08-31,2023-09-07,0,Material Shortage
O008918,2023-02-11,2023-02-20,3,None
O008919,2023-12-01,2023-12-07,1,Material Shortage
O008920,2023-02-11,2023-02-17,4,None
O008921,2023-02-14,2023-02-16,3,Machine Breakdown
O008922,2023-05-27,2023-06-01,3,Machine Breakdown
O008923,2023-03-23,2023-03-27,4,Quality Issue
O008924,2023-06-04,2023-06-14,4,Machine Breakdown
O008925,2023-08-29,2023-09-06,3,Material Shortage
O008926,2023-08-28,2023-08-30,0,Machine Breakdown
O008927,2023-08-12,2023-08-13,1,Material Shortage
O008928,2023-04-26,2023-05-02,0,Quality Issue
O008929,2023-07-08,2023-07-14,0,Machine Breakdown
O008930,2023-11-25,2023-12-03,0,Material Shortage
O008931,2023-05-03,2023-05-10,3,Quality Issue
O008932,2023-04-23,2023-04-27,3,Quality Issue
O008933,2023-03-29,2023-03-31,3,Material Shortage
O008934,2023-11-14,2023-11-18,2,Material Shortage
O008935,2023-07-18,2023-07-27,4,Material Shortage
O008936,2023-11-29,2023-12-07,0,None
O008937,2023-08-02,2023-08-08,2,Quality Issue
O008938,2023-01-17,2023-01-22,4,Quality Issue
O008939,2023-10-28,2023-11-06,1,None
O008940,2023-07-13,2023-07-22,1,Material Shortage
O008941,2023-12-24,2023-12-27,0,Material Shortage
O008942,2023-01-24,2023-01-27,3,Machine Breakdown
O008943,2023-07-09,2023-07-12,0,Machine Breakdown
O008944,2023-09-13,2023-09-17,4,Quality Issue
O008945,2023-11-02,2023-11-05,1,None
O008946,2023-02-27,2023-03-04,1,None
O008947,2023-03-09,2023-03-13,1,Quality Issue
O008948,2023-11-23,2023-12-01,2,Material Shortage
O008949,2023-05-18,2023-05-19,3,None
O008950,2023-03-19,2023-03-20,4,None
O008951,2023-05-04,2023-05-12,4,Quality Issue
O008952,2023-02-01,2023-02-06,0,None
O008953,2023-06-22,2023-06-28,4,Material Shortage
O008954,2023-05-15,2023-05-17,1,Quality Issue
O008955,2023-05-20,2023-05-30,2,Quality Issue
O008956,2023-10-17,2023-10-26,2,Material Shortage
O008957,2023-01-02,2023-01-07,2,Material Shortage
O008958,2023-05-22,2023-05-24,2,Quality Issue
O008959,2023-05-15,2023-05-17,1,None
O008960,2023-08-22,2023-08-24,3,Quality Issue
O008961,2023-03-02,2023-03-12,4,Machine Breakdown
O008962,2023-07-12,2023-07-18,3,None
O008963,2023-06-22,2023-07-01,2,None
O008964,2023-08-19,2023-08-21,2,None
O008965,2023-02-28,2023-03-03,2,Machine Breakdown
O008966,2023-06-02,2023-06-10,2,Quality Issue
O008967,2023-12-08,2023-12-14,0,None
O008968,2023-02-08,2023-02-10,2,Quality Issue
O008969,2023-05-22,2023-05-31,4,Quality Issue
O008970,2023-03-16,2023-03-19,0,None
O008971,2023-06-19,2023-06-21,2,None
O008972,2023-05-28,2023-05-31,3,None
O008973,2023-05-08,2023-05-12,3,None
O008974,2023-12-19,2023-12-22,4,Machine Breakdown
O008975,2023-09-30,2023-10-02,0,Machine Breakdown
O008976,2023-06-23,2023-07-01,2,Quality Issue
O008977,2023-09-14,2023-09-15,3,Machine Breakdown
O008978,2023-11-01,2023-11-11,0,Quality Issue
O008979,2023-11-25,2023-12-05,3,Machine Breakdown
O008980,2023-05-19,2023-05-24,1,Material Shortage
O008981,2023-09-13,2023-09-17,1,Quality Issue
O008982,2023-06-25,2023-07-05,1,Quality Issue
O008983,2023-10-05,2023-10-13,1,Machine Breakdown
O008984,2023-10-25,2023-11-04,3,Quality Issue
O008985,2023-10-24,2023-10-31,4,None
O008986,2023-03-21,2023-03-29,0,Material Shortage
O008987,2023-03-25,2023-04-03,4,None
O008988,2023-12-22,2023-12-28,4,None
O008989,2023-04-19,2023-04-23,2,Quality Issue
O008990,2023-06-29,2023-07-05,0,Material Shortage
O008991,2023-09-27,2023-10-04,0,Quality Issue
O008992,2023-02-10,2023-02-14,0,None
O008993,2023-11-27,2023-12-05,2,Material Shortage
O008994,2023-01-28,2023-02-01,1,Quality Issue
O008995,2023-09-25,2023-09-28,0,Quality Issue
O008996,2023-07-10,2023-07-11,3,Quality Issue
O008997,2023-01-05,2023-01-15,2,None
O008998,2023-12-01,2023-12-07,1,Material Shortage
O008999,2023-02-01,2023-02-07,4,Machine Breakdown
O009000,2023-05-30,2023-06-02,1,Quality Issue
O009001,2023-12-24,2024-01-03,3,Material Shortage
O009002,2023-08-28,2023-09-06,2,Machine Breakdown
O009003,2023-07-26,2023-08-04,3,None
O009004,2023-01-18,2023-01-20,2,Material Shortage
O009005,2023-09-12,2023-09-18,3,Machine Breakdown
O009006,2023-08-25,2023-08-27,3,None
O009007,2023-07-02,2023-07-08,0,Quality Issue
O009008,2023-02-22,2023-02-26,0,Material Shortage
O009009,2023-04-30,2023-05-05,3,Material Shortage
O009010,2023-06-04,2023-06-07,4,Quality Issue
O009011,2023-05-27,2023-05-29,2,Material Shortage
O009012,2023-06-08,2023-06-12,1,Quality Issue
O009013,2023-11-07,2023-11-09,2,None
O009014,2023-08-11,2023-08-21,0,Quality Issue
O009015,2023-12-27,2024-01-05,0,Material Shortage
O009016,2023-10-10,2023-10-12,4,Machine Breakdown
O009017,2023-04-14,2023-04-18,3,Quality Issue
O009018,2023-11-29,2023-12-05,4,Quality Issue
O009019,2023-07-10,2023-07-12,1,None
O009020,2023-11-06,2023-11-11,4,Machine Breakdown
O009021,2023-09-18,2023-09-19,0,Machine Breakdown
O009022,2023-01-30,2023-02-08,2,Material Shortage
O009023,2023-10-07,2023-10-11,2,Machine Breakdown
O009024,2023-12-25,2024-01-03,2,Material Shortage
O009025,2023-05-26,2023-05-28,2,Quality Issue
O009026,2023-05-21,2023-05-29,4,None
O009027,2023-07-26,2023-07-27,1,Machine Breakdown
O009028,2023-03-30,2023-04-05,2,Machine Breakdown
O009029,2023-05-29,2023-06-07,1,Machine Breakdown
O009030,2023-03-31,2023-04-06,1,None
O009031,2023-11-09,2023-11-12,0,Material Shortage
O009032,2023-01-22,2023-01-30,4,Machine Breakdown
O009033,2023-01-16,2023-01-24,0,Quality Issue
O009034,2023-02-09,2023-02-11,3,Quality Issue
O009035,2023-06-27,2023-06-30,1,None
O009036,2023-07-19,2023-07-28,3,Quality Issue
O009037,2023-02-05,2023-02-07,4,Machine Breakdown
O009038,2023-01-21,2023-01-23,1,Quality Issue
O009039,2023-06-29,2023-07-07,4,None
O009040,2023-11-13,2023-11-23,4,Machine Breakdown
O009041,2023-11-24,2023-12-01,3,Quality Issue
O009042,2023-03-05,2023-03-07,1,None
O009043,2023-04-11,2023-04-19,2,Quality Issue
O009044,2023-04-15,2023-04-17,2,Material Shortage
O009045,2023-04-30,2023-05-09,2,Quality Issue
O009046,2023-05-15,2023-05-18,3,None
O009047,2023-12-22,2023-12-27,4,None
O009048,2023-07-29,2023-08-02,2,Material Shortage
O009049,2023-08-24,2023-08-25,1,Machine Breakdown
O009050,2023-04-20,2023-04-28,0,Material Shortage
O009051,2023-03-09,2023-03-11,3,Material Shortage
O009052,2023-01-30,2023-02-02,4,None
O009053,2023-10-16,2023-10-22,1,None
O009054,2023-01-07,2023-01-13,1,Machine Breakdown
O009055,2023-12-10,2023-12-13,3,Machine Breakdown
O009056,2023-03-22,2023-03-27,3,Material Shortage
O009057,2023-09-21,2023-10-01,1,Quality Issue
O009058,2023-05-23,2023-05-28,2,Machine Breakdown
O009059,2023-05-08,2023-05-10,1,Material Shortage
O009060,2023-06-22,2023-07-02,2,Machine Breakdown
O009061,2023-02-21,2023-02-26,2,None
O009062,2023-11-12,2023-11-20,1,Material Shortage
O009063,2023-11-05,2023-11-13,4,Quality Issue
O009064,2023-09-07,2023-09-14,2,Material Shortage
O009065,2023-05-14,2023-05-18,2,Machine Breakdown
O009066,2023-05-12,2023-05-21,4,Material Shortage
O009067,2023-02-26,2023-02-27,2,Machine Breakdown
O009068,2023-05-07,2023-05-15,4,Machine Breakdown
O009069,2023-10-12,2023-10-14,2,None
O009070,2023-11-26,2023-12-01,4,None
O009071,2023-04-01,2023-04-11,2,Machine Breakdown
O009072,2023-04-01,2023-04-08,3,Quality Issue
O009073,2023-11-03,2023-11-04,4,None
O009074,2023-10-17,2023-10-26,3,Machine Breakdown
O009075,2023-07-20,2023-07-24,2,Material Shortage
O009076,2023-07-12,2023-07-18,0,None
O009077,2023-01-19,2023-01-22,1,Machine Breakdown
O009078,2023-09-12,2023-09-15,0,Machine Breakdown
O009079,2023-04-12,2023-04-22,2,None
O009080,2023-09-11,2023-09-13,4,Material Shortage
O009081,2023-01-01,2023-01-10,3,None
O009082,2023-12-02,2023-12-08,1,Material Shortage
O009083,2023-11-26,2023-11-30,1,None
O009084,2023-05-24,2023-05-25,4,Quality Issue
O009085,2023-01-28,2023-02-04,3,Machine Breakdown
O009086,2023-01-21,2023-01-30,4,Machine Breakdown
O009087,2023-10-06,2023-10-08,4,None
O009088,2023-06-09,2023-06-15,1,None
O009089,2023-08-28,2023-09-03,1,Quality Issue
O009090,2023-07-19,2023-07-23,1,Quality Issue
O009091,2023-06-30,2023-07-01,0,Machine Breakdown
O009092,2023-10-14,2023-10-24,3,Material Shortage
O009093,2023-05-17,2023-05-22,2,Material Shortage
O009094,2023-03-08,2023-03-14,3,Quality Issue
O009095,2023-11-13,2023-11-21,3,Machine Breakdown
O009096,2023-02-26,2023-03-04,1,None
O009097,2023-08-02,2023-08-11,2,Material Shortage
O009098,2023-10-31,2023-11-01,2,Quality Issue
O009099,2023-12-03,2023-12-06,0,None
O009100,2023-05-05,2023-05-12,2,Quality Issue
O009101,2023-05-19,2023-05-29,1,Material Shortage
O009102,2023-01-17,2023-01-22,4,Machine Breakdown
O009103,2023-05-25,2023-06-02,4,Quality Issue
O009104,2023-09-13,2023-09-16,3,Material Shortage
O009105,2023-02-14,2023-02-24,4,Material Shortage
O009106,2023-04-16,2023-04-17,3,Material Shortage
O009107,2023-02-02,2023-02-05,0,Material Shortage
O009108,2023-02-04,2023-02-06,1,Quality Issue
O009109,2023-10-14,2023-10-17,4,Material Shortage
O009110,2023-04-21,2023-04-22,0,Material Shortage
O009111,2023-08-02,2023-08-09,1,Machine Breakdown
O009112,2023-02-13,2023-02-16,3,Quality Issue
O009113,2023-03-31,2023-04-01,1,Machine Breakdown
O009114,2023-11-25,2023-11-27,1,Quality Issue
O009115,2023-12-15,2023-12-20,1,None
